Running walthread1 for 20 seconds...
Thread 73 says: 40 checkpoints
Thread 72 says: 35 iterations
Thread 71 says: 47 iterations
Thread 70 says: 45 iterations
Thread 69 says: 32 iterations
Thread 68 says: 35 iterations
Thread 67 says: 50 iterations
Thread 66 says: 31 iterations
Thread 65 says: 45 iterations
Thread 64 says: 42 iterations
Thread 63 says: 36 iterations
Thread 62 says: 55 iterations
Thread 61 says: 45 iterations
Thread 60 says: 30 iterations
Thread 59 says: 41 iterations
Thread 58 says: 17 iterations
Thread 57 says: 29 iterations
Thread 56 says: 33 iterations
Thread 55 says: 37 iterations
Thread 54 says: 41 iterations
Thread 53 says: 41 iterations
Thread 52 says: 43 iterations
Thread 51 says: 32 iterations
Thread 50 says: 42 iterations
Thread 49 says: 47 iterations
Thread 48 says: 52 iterations
Thread 47 says: 35 iterations
Thread 46 says: 21 iterations
Thread 45 says: 29 iterations
Thread 44 says: 38 iterations
Thread 43 says: 34 iterations
Thread 42 says: 33 iterations
Thread 41 says: 40 iterations
Thread 40 says: 36 iterations
Thread 39 says: 49 iterations
Thread 38 says: 32 iterations
Thread 37 says: 31 iterations
Thread 36 says: 34 iterations
Thread 35 says: 38 iterations
Thread 34 says: 46 iterations
Thread 33 says: 42 iterations
Thread 32 says: 42 iterations
Thread 31 says: 40 iterations
Thread 30 says: 39 iterations
Thread 29 says: 38 iterations
Thread 28 says: 45 iterations
Thread 27 says: 43 iterations
Thread 26 says: 49 iterations
Thread 25 says: 45 iterations
Thread 24 says: 47 iterations
Thread 23 says: 56 iterations
Thread 22 says: 32 iterations
Thread 21 says: 43 iterations
Thread 20 says: 36 iterations
Thread 19 says: 52 iterations
Thread 18 says: 50 iterations
Thread 17 says: 36 iterations
Thread 16 says: 28 iterations
Thread 15 says: 33 iterations
Thread 14 says: 45 iterations
Thread 13 says: 46 iterations
Thread 12 says: 63 iterations
Thread 11 says: 36 iterations
Thread 10 says: 32 iterations
Thread 9 says: 41 iterations
Thread 8 says: 35 iterations
Thread 7 says: 43 iterations
Thread 6 says: 40 iterations
Thread 5 says: 56 iterations
Thread 4 says: 47 iterations
Thread 3 says: 34 iterations
Thread 2 says: 47 iterations
Thread 1 says: 35 iterations
0 errors out of 1 tests
