config,test,n,median,mean,sd
orig,h264_libx264,5,56.57,56.586,0.10089598604503705
orig,copy_passthrough,5,0.14,0.14,0.0
orig,mjpeg,5,5.41,5.414,0.055497747702046386
orig,h265_libx265,5,39.21,39.174,0.15646085772486298
tsan,h264_libx264,5,71.93,71.976,0.12381437719425027
tsan,copy_passthrough,5,0.81,0.806,0.008944271909999166
tsan,mjpeg,5,38.44,38.848,0.8139840293273574
tsan,h265_libx265,5,55.76,55.762,0.20873428084528817
tsan-dom_peeling-ea-lo-st-swmr,h264_libx264,5,72.15,72.09400000000001,0.1724238962557081
tsan-dom_peeling-ea-lo-st-swmr,copy_passthrough,5,0.8,0.798,0.004472135954999583
tsan-dom_peeling-ea-lo-st-swmr,mjpeg,5,38.01,37.858,0.27389779115575147
tsan-dom_peeling-ea-lo-st-swmr,h265_libx265,5,55.81,55.778,0.08348652585896588
tsan-stmt,h264_libx264,5,72.23,72.38,0.5518151864528545
tsan-stmt,copy_passthrough,5,0.52,0.518,0.008366600265340763
tsan-stmt,mjpeg,5,38.85,39.092,0.5179961389817503
tsan-stmt,h265_libx265,5,55.76,55.754,0.07469939758793251
