ts pkg_count pkg_ms core_count core_ms mhz4 mhz60
1789359173.956035441 43223 95242 417 894 918 1098
1789359175.982270818 43223 95242 417 894 1436 800
1789359178.009798668 43223 95242 417 894 1215 800
1789359180.035352305 43223 95242 417 894 800 878
1789359182.064264062 43223 95242 417 894 1709 3100
1789359184.086281001 43223 95242 417 894 945 800
1789359186.112608252 43223 95242 417 894 799 800
1789359188.139169139 43223 95242 417 894 1377 3099
1789359190.163707106 43223 95242 417 894 1416 3100
1789359192.190902127 43223 95242 417 894 1825 2900
1789359194.219741077 43223 95242 417 894 1598 3302
1789359196.243269394 43223 95242 417 894 1287 3099
1789359198.271342890 43223 95242 417 894 1500 802
1789359200.302915749 43223 95242 417 894 3486 800
1789359202.330733614 43223 95242 417 894 780 800
1789359204.361370517 43223 95242 417 894 1581 800
1789359206.388002047 43223 95242 417 894 1882 1273
1789359208.415282297 43223 95242 417 894 800 2621
1789359210.437531755 43223 95242 417 894 3800 800
1789359212.460555545 43223 95242 417 894 3204 800
1789359214.486362006 43223 95242 417 894 3368 2548
1789359216.513498158 43223 95242 417 894 1869 3106
1789359218.539752797 43223 95242 417 894 1207 800
1789359220.568410118 43223 95242 417 894 1374 800
1789359222.596266202 43223 95242 417 894 878 800
1789359224.626305647 43223 95242 417 894 786 800
1789359226.653756416 43223 95242 417 894 1299 800
1789359228.681538960 43223 95242 417 894 803 800
1789359230.708967529 43223 95242 417 894 1002 800
1789359232.729052602 43223 95242 417 894 798 1021
1789359234.752755285 43223 95242 417 894 799 800
1789359236.780535340 43223 95242 417 894 1399 800
1789359238.808284507 43223 95242 417 894 798 2000
1789359240.835701164 43223 95242 417 894 1353 1856
1789359242.861674755 43223 95242 417 894 3086 800
1789359244.887425629 43223 95242 417 894 1100 3371
1789359246.918585783 43223 95242 417 894 908 800
1789359248.944141640 43223 95242 417 894 1241 800
1789359250.970026813 43223 95242 417 894 800 800
1789359252.996878068 43223 95242 417 894 1318 1300
1789359255.024139321 43223 95242 417 894 2077 800
1789359257.054347871 43223 95242 417 894 1494 800
1789359259.080242929 43223 95242 417 894 1589 800
1789359261.105265923 43223 95242 417 894 1201 800
1789359263.129932860 43223 95242 417 894 1028 800
1789359265.157410481 43223 95242 417 894 800 3100
1789359267.180797305 43223 95242 417 894 981 800
1789359269.208018042 43223 95242 417 894 1111 800
1789359271.237249380 43223 95242 417 894 2339 800
1789359273.263055131 43223 95242 417 894 1010 800
1789359275.291028410 43223 95242 417 894 1621 800
1789359277.313161822 43223 95242 417 894 1778 800
1789359279.338451567 43223 95242 417 894 1014 3100
1789359281.365386171 43223 95242 417 894 799 800
1789359283.388531553 43223 95242 417 894 1311 3100
1789359285.415179297 43223 95242 417 894 960 3100
1789359287.444890700 43223 95242 417 894 1099 800
1789359289.471423816 43223 95242 417 894 1100 3100
1789359291.496848078 43223 95242 417 894 2896 2900
1789359293.523373983 43223 95242 417 894 2093 3100
1789359295.552040859 43223 95242 417 894 1517 800
1789359297.578101020 43223 95242 417 894 803 1382
1789359299.605613236 43223 95242 417 894 796 3100
1789359301.634417729 43223 95242 417 894 1983 3100
1789359303.661886626 43223 95242 417 894 799 3100
1789359305.690601631 43223 95242 417 894 993 3100
1789359307.714038497 43223 95242 417 894 795 800
1789359309.740866126 43223 95242 417 894 800 800
1789359311.767633173 43223 95242 417 894 1690 800
1789359313.793380496 43223 95242 417 894 1201 800
1789359315.819480232 43223 95242 417 894 1325 800
1789359317.844919013 43223 95242 417 894 1098 755
1789359319.870542140 43223 95242 417 894 949 836
1789359321.895029071 43223 95242 417 894 999 1387
1789359323.921371750 43223 95242 417 894 1273 800
1789359325.949637546 43223 95242 417 894 2195 800
1789359327.976325555 43223 95242 417 894 1798 800
1789359329.999479622 43223 95242 417 894 1201 800
1789359332.024708928 43223 95242 417 894 1575 800
1789359334.053123993 43223 95242 417 894 3100 800
1789359336.079447454 43223 95242 417 894 1499 800
1789359338.103604230 43223 95242 417 894 1547 800
1789359340.132357754 43223 95242 417 894 1775 3100
1789359342.159745040 43223 95242 417 894 1781 3100
1789359344.189043309 43223 95242 417 894 800 3100
1789359346.217071908 43223 95242 417 894 1240 3100
1789359348.246768559 43223 95242 417 894 1381 2899
1789359350.274058759 43223 95242 417 894 983 2899
1789359352.302223740 43223 95242 417 894 2077 3100
1789359354.325445419 43223 95242 417 894 1587 1123
1789359356.350188198 43224 95244 417 894 3044 3099
1789359358.378153329 43224 95244 417 894 1521 3100
1789359360.405711825 43224 95244 417 894 845 3099
1789359362.430111284 43224 95244 417 894 900 3100
1789359364.456934150 43224 95244 417 894 799 3100
1789359366.485204320 43224 95244 417 894 3055 2899
1789359368.513609838 43224 95244 417 894 3197 3100
1789359370.539730999 43224 95244 417 894 800 800
1789359372.568634822 43224 95244 417 894 779 2900
1789359374.597269881 43224 95244 417 894 1215 2900
1789359376.624235261 43224 95244 417 894 820 800
1789359378.652566652 43224 95244 417 894 1161 800
1789359380.680174767 43224 95244 417 894 839 3100
1789359382.707599756 43224 95244 417 894 799 3099
1789359384.732296749 43224 95244 417 894 800 3100
1789359386.760962700 43225 95246 417 894 758 800
1789359388.784238320 43225 95246 417 894 800 800
1789359390.811540060 43225 95246 417 894 800 3100
1789359392.834978476 43225 95246 417 894 992 3099
1789359394.863275101 43225 95246 417 894 799 2900
1789359396.886310106 43225 95246 417 894 866 800
1789359398.913574512 43225 95246 417 894 800 3100
1789359400.938971800 43225 95246 417 894 798 800
1789359402.965463199 43225 95246 417 894 1427 800
1789359404.991419199 43225 95246 417 894 799 800
1789359407.018761949 43225 95246 417 894 770 800
1789359409.041388120 43225 95246 417 894 870 800
1789359411.067929812 43225 95246 417 894 1477 800
1789359413.095639830 43225 95246 417 894 811 800
1789359415.121915235 43225 95246 417 894 823 793
1789359417.147422267 43225 95246 417 894 798 800
1789359419.173639363 43225 95246 417 894 3668 800
1789359421.201296513 43225 95246 417 894 1205 800
1789359423.230529566 43225 95246 417 894 1191 800
1789359425.253980248 43225 95246 417 894 1350 800
1789359427.283845387 43225 95246 417 894 827 939
1789359429.308565721 43225 95246 417 894 1670 3100
1789359431.335289009 43225 95246 417 894 2038 800
1789359433.361771808 43225 95246 417 894 800 3100
1789359435.386661869 43225 95246 417 894 1001 3100
1789359437.414569131 43225 95246 417 894 799 800
1789359439.443999897 43225 95246 417 894 946 3096
1789359441.473544821 43225 95246 417 894 891 3387
1789359443.498123679 43225 95246 417 894 799 1012
1789359445.525485690 43225 95246 417 894 2828 800
1789359447.551738912 43225 95246 417 894 989 800
1789359449.576002437 43225 95246 417 894 798 800
1789359451.602019734 43225 95246 417 894 1500 800
1789359453.627561447 43225 95246 417 894 1569 3100
1789359455.652316779 43225 95246 417 894 1403 2968
1789359457.679188038 43225 95246 417 894 775 800
1789359459.707420743 43225 95246 417 894 993 3099
1789359461.729933045 43225 95246 417 894 799 800
1789359463.756054725 43225 95246 417 894 834 770
1789359465.783571464 43225 95246 417 894 798 3100
1789359467.811539814 43225 95246 417 894 800 3100
1789359469.837328108 43225 95246 417 894 799 800
1789359471.861942895 43225 95246 417 894 798 800
1789359473.888603049 43225 95246 417 894 798 3100
1789359475.917982272 43225 95246 417 894 2063 3100
1789359477.944101524 43225 95246 417 894 799 3100
1789359479.970542802 43225 95246 417 894 797 800
1789359482.000331244 43225 95246 417 894 2661 3100
1789359484.028021127 43225 95246 417 894 1299 800
1789359486.054203928 43225 95246 417 894 800 800
1789359488.081573565 43225 95246 417 894 1474 2659
1789359490.108026811 43225 95246 417 894 797 800
1789359492.135181344 43225 95246 417 894 1699 800
1789359494.158964039 43225 95246 417 894 835 800
1789359496.184910631 43225 95246 417 894 1207 800
1789359498.212763283 43225 95246 417 894 1317 800
1789359500.239651994 43225 95246 417 894 1598 800
1789359502.265853732 43225 95246 417 894 1206 3100
1789359504.289196906 43225 95246 417 894 799 3620
1789359506.318663706 43225 95246 417 894 3100 1303
1789359508.344515243 43225 95246 417 894 2063 756
1789359510.372519427 43225 95246 417 894 2955 1000
1789359512.398944593 43225 95246 417 894 897 800
1789359514.426856432 43225 95246 417 894 797 2981
1789359516.450146109 43225 95246 417 894 1325 3084
1789359518.475905323 43225 95246 417 894 796 1301
1789359520.501051222 43225 95246 417 894 2201 3089
1789359522.529857853 43225 95246 417 894 2892 1000
1789359524.557095425 43225 95246 417 894 1381 800
1789359526.590177966 43225 95246 417 894 818 800
1789359528.619146248 43225 95246 417 894 2464 1909
1789359530.647367791 43225 95246 417 894 3049 3326
1789359532.670523779 43225 95246 417 894 1450 3100
1789359534.695458866 43225 95246 417 894 905 824
1789359536.725608186 43225 95246 417 894 1401 800
1789359538.755319306 43225 95246 417 894 798 800
1789359540.784549930 43225 95246 417 894 800 2946
1789359542.812581400 43225 95246 417 894 798 3099
1789359544.838472331 43225 95246 417 894 799 800
1789359546.863370279 43225 95246 417 894 761 3100
1789359548.891746416 43225 95246 417 894 799 3100
1789359550.918854116 43225 95246 417 894 799 3100
1789359552.946504636 43225 95246 417 894 3723 800
1789359554.976174899 43225 95246 417 894 799 768
1789359557.004883954 43225 95246 417 894 800 3100
1789359559.027285284 43225 95246 417 894 799 3100
1789359561.054162900 43225 95246 417 894 765 3100
1789359563.080091993 43225 95246 417 894 3453 800
1789359565.103380340 43225 95246 417 894 918 3399
1789359567.128135332 43225 95246 417 894 798 800
1789359569.149806981 43225 95246 417 894 774 800
1789359571.174127441 43225 95246 417 894 874 800
1789359573.198441572 43225 95246 417 894 800 800
1789359575.225699692 43225 95246 417 894 782 800
1789359577.252158517 43225 95246 417 894 799 800
1789359579.280562571 43225 95246 417 894 3046 809
1789359581.307499699 43225 95246 417 894 1264 800
1789359583.336083443 43225 95246 417 894 2886 2892
1789359585.362352493 43225 95246 417 894 798 3107
1789359587.386925514 43225 95246 417 894 828 800
1789359589.412895275 43225 95246 417 894 799 1141
1789359591.440167709 43225 95246 417 894 839 800
1789359593.467978709 43225 95246 417 894 1588 800
1789359595.492174365 43225 95246 417 894 1117 3100
1789359597.519885330 43225 95246 417 894 901 843
1789359599.546869720 43225 95246 417 894 2219 3100
1789359601.572645430 43225 95246 417 894 1032 3099
1789359603.599698778 43225 95246 417 894 950 3100
1789359605.626612067 43225 95246 417 894 2347 800
1789359607.651850314 43225 95246 417 894 1982 3100
1789359609.681433202 43225 95246 417 894 1118 2900
1789359611.708149137 43225 95246 417 894 838 3100
1789359613.735692465 43225 95246 417 894 2276 3100
1789359615.760801869 43225 95246 417 894 798 800
1789359617.783703155 43225 95246 417 894 940 800
1789359619.812756625 43225 95246 417 894 796 3279
1789359621.840755100 43225 95246 417 894 796 3100
1789359623.866897748 43225 95246 417 894 799 3100
1789359625.895035215 43225 95246 417 894 799 800
1789359627.920384782 43225 95246 417 894 797 800
1789359629.947485694 43225 95246 417 894 1092 3381
1789359631.974352669 43225 95246 417 894 800 1023
1789359634.001654413 43225 95246 417 894 949 1212
1789359636.027127453 43225 95246 417 894 799 3150
1789359638.055244090 43225 95246 417 894 800 1297
1789359640.080722008 43225 95246 417 894 2000 1476
1789359642.109190341 43225 95246 417 894 798 1048
1789359644.135316691 43225 95246 417 894 799 760
1789359646.165015035 43225 95246 417 894 1160 1877
1789359648.194931561 43225 95246 417 894 1378 800
1789359650.221859677 43225 95246 417 894 945 812
1789359652.249429489 43225 95246 417 894 989 1150
1789359654.277384738 43225 95246 417 894 2248 800
1789359656.304256324 43225 95246 417 894 2625 800
1789359658.329046266 43225 95246 417 894 1799 800
1789359660.353262267 43225 95246 417 894 1504 800
1789359662.378961514 43225 95246 417 894 1259 800
1789359664.403265316 43225 95246 417 894 724 800
1789359666.427355385 43225 95246 417 894 1183 2524
1789359668.453706568 43225 95246 417 894 1135 800
1789359670.479509121 43225 95246 417 894 1119 800
1789359672.505553098 43225 95246 417 894 798 800
1789359674.529561067 43225 95246 417 894 797 800
1789359676.552683804 43225 95246 417 894 2575 3100
1789359678.577977202 43225 95246 417 894 896 3097
1789359680.602636116 43225 95246 417 894 799 3100
1789359682.629785986 43225 95246 417 894 798 3099
1789359684.657504485 43225 95246 417 894 798 800
1789359686.683064762 43225 95246 417 894 800 800
1789359688.710788990 43225 95246 417 894 1898 3100
1789359690.736536548 43225 95246 417 894 1759 3100
1789359692.763660948 43226 95248 417 894 2535 3400
1789359694.788504798 43226 95248 417 894 1288 800
1789359696.814102229 43226 95248 417 894 799 2200
1789359698.841449063 43227 95251 417 894 2129 3100
1789359700.869528382 43228 95253 417 894 796 3100
1789359702.897177201 43228 95253 417 894 794 3388
1789359704.923895740 43228 95253 417 894 781 3400
1789359706.948666375 43228 95253 417 894 759 3100
1789359708.977192976 43228 95253 417 894 800 3276
1789359711.004018097 43229 95255 417 894 779 3800
1789359713.033871540 43229 95255 417 894 1553 3399
1789359715.059412199 43231 95259 417 894 846 1965
1789359717.088166130 43232 95261 417 894 3790 1557
1789359719.115505148 43232 95261 417 894 1197 3100
1789359721.142241776 43232 95261 417 894 2400 3100
1789359723.168345050 43232 95261 417 894 1614 800
1789359725.192136609 43232 95261 417 894 771 800
1789359727.219698724 43232 95261 417 894 799 3099
1789359729.248034981 43232 95261 417 894 1003 3100
1789359731.274913838 43232 95261 417 894 2285 3100
1789359733.301725506 43232 95261 417 894 2348 1524
1789359735.326102693 43232 95261 417 894 2299 3125
1789359737.349281235 43232 95261 417 894 2064 800
1789359739.375573171 43232 95261 417 894 998 800
1789359741.403901854 43232 95261 417 894 798 800
1789359743.431053211 43232 95261 417 894 798 1429
1789359745.458423403 43232 95261 417 894 799 800
1789359747.485480354 43232 95261 417 894 798 800
1789359749.509100546 43232 95261 417 894 763 800
1789359751.536792158 43232 95261 417 894 2427 1401
1789359753.563881648 43232 95261 417 894 3089 800
1789359755.587484251 43232 95261 417 894 1628 800
1789359757.612538245 43232 95261 417 894 850 800
1789359759.640234899 43232 95261 417 894 800 800
1789359761.668875331 43232 95261 417 894 929 800
1789359763.696894654 43232 95261 417 894 761 800
1789359765.720869300 43232 95261 417 894 802 800
1789359767.750152790 43232 95261 417 894 841 800
1789359769.779899099 43232 95261 417 894 801 800
1789359771.802835156 43232 95261 417 894 797 800
1789359773.829794556 43232 95261 417 894 1097 1772
1789359775.858312892 43232 95261 417 894 893 800
1789359777.886600045 43232 95261 417 894 1615 1117
1789359779.914641578 43232 95261 417 894 800 1800
1789359781.942304292 43232 95261 417 894 798 800
1789359783.968527670 43232 95261 417 894 764 800
1789359785.997901278 43232 95261 417 894 800 1888
1789359788.024046942 43232 95261 417 894 800 1502
1789359790.049698368 43232 95261 417 894 798 800
1789359792.072978899 43232 95261 417 894 772 800
1789359794.098847821 43233 95263 417 894 2389 800
1789359796.125354724 43233 95263 417 894 799 800
1789359798.153066170 43233 95263 417 894 800 1600
1789359800.181311011 43233 95263 417 894 800 3089
1789359802.210176537 43233 95263 417 894 756 800
1789359804.238197020 43233 95263 417 894 799 800
1789359806.263052923 43233 95263 417 894 800 822
1789359808.286970021 43235 95267 417 894 795 800
1789359810.312522210 43235 95267 417 894 955 800
1789359812.338637663 43235 95267 417 894 900 800
1789359814.365048373 43235 95267 417 894 1587 800
1789359816.393470482 43235 95267 417 894 852 800
1789359818.424524560 43235 95267 417 894 798 800
1789359820.451000975 43235 95267 417 894 796 800
1789359822.475794063 43235 95267 417 894 798 800
1789359824.504748792 43235 95267 417 894 798 800
1789359826.529054203 43235 95267 417 894 799 800
1789359828.552916747 43235 95267 417 894 1075 1795
1789359830.580607788 43235 95267 417 894 3299 2196
1789359832.603018720 43235 95267 417 894 778 800
1789359834.623846484 43235 95267 417 894 1959 800
1789359836.650296607 43235 95267 417 894 780 800
1789359838.676792897 43235 95267 417 894 2272 3100
1789359840.705096953 43235 95267 417 894 799 800
1789359842.731124982 43235 95267 417 894 892 800
1789359844.756953072 43235 95267 417 894 800 800
1789359846.784404120 43235 95267 417 894 798 800
1789359848.809998909 43235 95267 417 894 799 800
1789359850.831794098 43235 95267 417 894 1223 800
1789359852.861594288 43235 95267 417 894 1660 800
1789359854.887447385 43235 95267 417 894 1152 800
1789359856.911546492 43235 95267 417 894 796 800
1789359858.939577931 43235 95267 417 894 758 800
1789359860.965986020 43235 95267 417 894 800 800
1789359862.994477360 43235 95267 417 894 799 800
1789359865.022611347 43235 95267 417 894 799 800
1789359867.045807294 43235 95267 417 894 764 800
1789359869.073179987 43235 95267 417 894 799 800
1789359871.101507788 43235 95267 417 894 918 800
1789359873.125194761 43235 95267 417 894 1915 800
1789359875.152326761 43235 95267 417 894 829 3089
1789359877.178054854 43236 95270 417 894 799 800
1789359879.205783048 43236 95270 417 894 799 3100
1789359881.234167735 43239 95277 417 894 802 800
1789359883.260959717 43241 95281 417 894 799 753
1789359885.292832757 43241 95281 417 894 798 3099
1789359887.320169079 43241 95281 417 894 1360 3099
1789359889.347684039 43241 95281 417 894 1406 1354
1789359891.372844288 43241 95281 417 894 3379 1367
1789359893.399906712 43242 95283 417 894 800 3100
1789359895.422798232 43242 95283 417 894 1500 3100
1789359897.452207115 43242 95283 417 894 899 3099
1789359899.480744079 43242 95283 417 894 798 800
1789359901.508749243 43242 95283 417 894 799 800
1789359903.535401320 43242 95283 417 894 881 800
1789359905.562297934 43242 95283 417 894 755 800
1789359907.585329531 43242 95283 417 894 3497 800
1789359909.613145549 43242 95283 417 894 787 800
1789359911.638270549 43242 95283 417 894 756 800
1789359913.664291008 43242 95283 417 894 800 2569
1789359915.689648703 43242 95283 417 894 2229 800
1789359917.715537826 43242 95283 417 894 790 800
1789359919.741971744 43242 95283 417 894 801 800
1789359921.764519294 43242 95283 417 894 994 800
1789359923.794073288 43242 95283 417 894 799 800
1789359925.820950008 43242 95283 417 894 799 3800
1789359927.845322712 43242 95283 417 894 802 800
1789359929.872287737 43242 95283 417 894 798 800
1789359931.896280757 43242 95283 417 894 1742 2704
1789359933.924623090 43242 95283 417 894 2114 1069
1789359935.951032742 43242 95283 417 894 2340 800
1789359937.977531179 43242 95283 417 894 3559 800
1789359940.005553694 43242 95283 417 894 795 800
1789359942.032683931 43242 95283 417 894 800 800
1789359944.059416311 43242 95283 417 894 2742 2325
1789359946.087483482 43242 95283 417 894 800 2982
1789359948.113442811 43242 95283 417 894 2917 800
1789359950.135620996 43242 95283 417 894 2277 800
1789359952.158118385 43242 95283 417 894 1200 800
1789359954.183813168 43243 95286 417 894 798 800
1789359956.208404756 43243 95286 417 894 799 800
1789359958.237460801 43243 95286 417 894 1803 3400
1789359960.262416685 43243 95286 417 894 1200 3100
1789359962.286629130 43243 95286 417 894 1650 800
1789359964.313265203 43243 95286 417 894 1466 3100
1789359966.341773889 43243 95286 417 894 1200 3100
1789359968.370072472 43243 95286 417 894 3328 800
1789359970.396407758 43244 95288 417 894 2634 800
1789359972.423018536 43244 95288 417 894 1188 3100
1789359974.450382617 43244 95288 417 894 1528 2900
1789359976.481767742 43244 95288 417 894 801 3100
1789359978.507509007 43244 95288 417 894 798 1673
1789359980.532171729 43245 95290 417 894 858 1100
1789359982.557015437 43245 95290 417 894 1617 3100
1789359984.585745537 43245 95290 417 894 2622 3100
1789359986.611049568 43245 95290 417 894 900 3100
1789359988.637262020 43245 95290 417 894 800 800
1789359990.659305038 43245 95290 417 894 797 3100
1789359992.684035052 43245 95290 417 894 798 800
1789359994.708712451 43245 95290 417 894 2197 2200
1789359996.732622967 43245 95290 417 894 1095 800
1789359998.760075299 43245 95290 417 894 849 800
1789360000.785973345 43245 95290 417 894 1557 800
1789360002.813740556 43245 95290 417 894 764 800
1789360004.840206135 43245 95290 417 894 783 3640
1789360006.871625480 43245 95290 417 894 1278 800
1789360008.897382110 43245 95290 417 894 3800 800
1789360010.919737647 43245 95290 417 894 859 800
1789360012.947032177 43245 95290 417 894 800 3100
1789360014.974179514 43245 95290 417 894 796 2900
1789360016.992876315 43245 95290 417 894 799 800
1789360019.020915005 43245 95290 417 894 794 800
1789360021.046853059 43245 95290 417 894 798 3100
1789360023.072854345 43245 95290 417 894 2877 2898
1789360025.088107046 43245 95290 417 894 3192 3400
1789360027.112617806 43245 95290 417 894 800 800
1789360029.136442185 43245 95290 417 894 2278 800
1789360031.166112414 43245 95290 417 894 2500 2693
1789360033.191198867 43246 95293 417 894 1500 800
1789360035.216418459 43247 95296 417 894 3000 800
1789360037.241590494 43247 95296 417 894 798 800
1789360039.268441132 43247 95296 417 894 2191 893
1789360041.295571477 43247 95296 417 894 1496 1228
1789360043.320480183 43249 95300 417 894 2356 800
1789360045.345648081 43249 95300 417 894 1930 1100
1789360047.371702445 43250 95302 417 894 1123 800
1789360049.400112011 43250 95302 417 894 1839 800
1789360051.423542254 43250 95302 417 894 1629 3100
1789360053.451932600 43250 95302 417 894 1300 3184
1789360055.477004828 43253 95309 417 894 1792 800
1789360057.500533107 43253 95309 417 894 1971 3400
1789360059.528568925 43253 95309 417 894 1500 2900
1789360061.549644604 43254 95312 417 894 965 800
1789360063.577722882 43254 95312 417 894 841 3100
1789360065.604971936 43254 95312 417 894 1183 2900
1789360067.633169905 43254 95312 417 894 1589 3100
1789360069.658175494 43254 95312 417 894 1481 800
1789360071.685076073 43254 95312 417 894 1207 800
1789360073.714453802 43254 95312 417 894 2175 3100
1789360075.743504463 43254 95312 417 894 2758 3099
1789360077.769611629 43254 95312 417 894 1027 3235
1789360079.798897276 43254 95312 417 894 798 3100
1789360081.824776254 43255 95314 417 894 798 800
1789360083.853045507 43255 95314 417 894 772 3099
1789360085.880967704 43255 95314 417 894 796 837
1789360087.908031661 43255 95314 417 894 800 800
1789360089.938436946 43255 95314 417 894 1074 800
1789360091.960811779 43255 95314 417 894 788 800
1789360093.987716389 43255 95314 417 894 799 800
1789360096.014541305 43255 95314 417 894 1266 964
1789360098.043561038 43255 95314 417 894 799 800
1789360100.071423982 43255 95314 417 894 1726 3100
1789360102.098282884 43255 95314 417 894 1852 3391
1789360104.123838100 43255 95314 417 894 1900 3100
1789360106.149958699 43255 95314 417 894 1347 3099
1789360108.177031179 43255 95314 417 894 1500 800
1789360110.202010833 43255 95314 417 894 800 800
1789360112.228249454 43255 95314 417 894 900 3100
1789360114.257089887 43255 95314 417 894 1001 3100
1789360116.283456393 43255 95314 417 894 2807 800
1789360118.307324025 43255 95314 417 894 940 800
1789360120.335056912 43255 95314 417 894 1742 800
1789360122.361362565 43255 95314 417 894 1592 800
1789360124.387253266 43255 95314 417 894 900 800
1789360126.414322788 43255 95314 417 894 2451 2873
1789360128.451718583 43255 95314 417 894 2900 2900
1789360130.466866686 43255 95314 417 894 1008 3099
1789360132.495077321 43255 95314 417 894 1724 1371
1789360134.524314420 43255 95314 417 894 1399 800
1789360136.549751832 43255 95314 417 894 930 800
1789360138.575426170 43255 95314 417 894 1334 3100
1789360140.600203331 43255 95314 417 894 3795 800
1789360142.624189103 43255 95314 417 894 1398 3405
1789360144.650813363 43255 95314 417 894 1123 3100
1789360146.676476970 43258 95322 417 894 1985 800
1789360148.702882408 43258 95322 417 894 1038 800
1789360150.728329581 43259 95324 417 894 889 3100
1789360152.755817466 43259 95324 417 894 800 2899
1789360154.782677462 43260 95326 417 894 800 800
1789360156.811578426 43262 95332 417 894 800 800
1789360158.837295031 43262 95332 417 894 878 3100
1789360160.862520241 43262 95332 417 894 798 3100
1789360162.886930533 43262 95332 417 894 799 3100
1789360164.911363258 43262 95332 417 894 800 3100
1789360166.938724281 43262 95332 417 894 1481 3350
1789360168.965035631 43262 95332 417 894 1100 800
1789360170.990422379 43262 95332 417 894 1129 800
1789360173.015340515 43262 95332 417 894 1456 800
1789360175.038997250 43262 95332 417 894 832 800
1789360177.064809024 43262 95332 417 894 1744 800
1789360179.093010066 43262 95332 417 894 903 2239
1789360181.118808558 43262 95332 417 894 1001 800
1789360183.142949443 43262 95332 417 894 1405 800
1789360185.168344625 43262 95332 417 894 1292 800
1789360187.196380494 43262 95332 417 894 2161 800
1789360189.225138440 43262 95332 417 894 2286 2605
1789360191.252187001 43262 95332 417 894 799 3100
1789360193.278864119 43262 95332 417 894 1100 3100
1789360195.304095240 43262 95332 417 894 1629 3100
1789360197.331545438 43262 95332 417 894 1638 3099
1789360199.357534786 43262 95332 417 894 2874 800
1789360201.381791181 43262 95332 417 894 3015 3100
1789360203.405327771 43262 95332 417 894 798 800
1789360205.433906673 43262 95332 417 894 2831 2900
1789360207.458607289 43262 95332 417 894 2311 3100
1789360209.482946486 43262 95332 417 894 856 3099
1789360211.506466743 43262 95332 417 894 801 800
1789360213.532512411 43262 95332 417 894 800 800
1789360215.559845396 43262 95332 417 894 801 800
1789360217.587231492 43262 95332 417 894 2200 800
1789360219.614492785 43262 95332 417 894 2070 2986
1789360221.640851428 43262 95332 417 894 2893 3100
1789360223.665969975 43262 95332 417 894 1070 800
1789360225.688890400 43262 95332 417 894 899 3100
1789360227.716270324 43262 95332 417 894 759 800
1789360229.739369910 43262 95332 417 894 2535 2900
1789360231.767560675 43262 95332 417 894 949 2900
1789360233.792524419 43262 95332 417 894 795 3716
1789360235.822341543 43262 95332 417 894 2899 2900
1789360237.848268291 43262 95332 417 894 2885 2900
1789360239.863217833 43262 95332 417 894 3100 3100
1789360241.888519851 43262 95332 417 894 850 3100
1789360243.918801631 43263 95335 417 894 800 800
1789360245.944653486 43267 95344 417 894 800 800
1789360247.971026801 43269 95349 417 894 1747 3100
1789360249.998654512 43269 95349 417 894 852 3100
1789360252.022471933 43269 95349 417 894 1300 3100
1789360254.050971592 43269 95349 417 894 799 800
1789360256.075536077 43269 95349 417 894 800 3100
1789360258.098971659 43269 95349 417 894 807 800
1789360260.125888035 43269 95349 417 894 799 800
1789360262.154938979 43269 95349 417 894 774 800
1789360264.183196917 43269 95349 417 894 799 800
1789360266.211404530 43269 95349 417 894 800 800
1789360268.240081921 43269 95349 417 894 802 800
1789360270.266358156 43269 95349 417 894 798 800
1789360272.295405618 43269 95349 417 894 800 800
1789360274.323118705 43269 95349 417 894 3168 800
1789360276.347581345 43269 95349 417 894 795 800
1789360278.376310056 43269 95349 417 894 811 800
1789360280.401697616 43269 95349 417 894 1151 800
1789360282.429925987 43269 95349 417 894 899 800
1789360284.457584559 43269 95349 417 894 971 800
1789360286.484178222 43269 95349 417 894 2485 800
1789360288.509053700 43269 95349 417 894 799 800
1789360290.539130830 43269 95349 417 894 798 3100
1789360292.567961515 43269 95349 417 894 795 3100
1789360294.595328903 43269 95349 417 894 800 3100
1789360296.621514431 43269 95349 417 894 1279 3100
1789360298.651749128 43269 95349 417 894 3103 3100
1789360300.677983557 43269 95349 417 894 1292 800
1789360302.702676507 43269 95349 417 894 891 800
1789360304.729776059 43269 95349 417 894 800 878
1789360306.757811410 43269 95349 417 894 1437 800
1789360308.785143791 43269 95349 417 894 799 800
1789360310.813609725 43269 95349 417 894 796 800
1789360312.842399751 43269 95349 417 894 800 800
1789360314.872041820 43269 95349 417 894 799 3099
1789360316.899605749 43269 95349 417 894 797 800
1789360318.928053579 43269 95349 417 894 798 800
1789360320.955556656 43269 95349 417 894 794 800
1789360322.980299216 43269 95349 417 894 1253 800
1789360325.008508525 43269 95349 417 894 799 800
1789360327.033859525 43270 95352 417 894 3870 800
1789360329.059438822 43270 95352 417 894 792 800
1789360331.083785958 43270 95352 417 894 988 3100
1789360333.108159871 43270 95352 417 894 800 800
1789360335.130947944 43270 95352 417 894 798 3100
1789360337.158399922 43270 95352 417 894 898 800
1789360339.184601964 43270 95352 417 894 799 800
1789360341.210920085 43270 95352 417 894 774 800
1789360343.241236980 43270 95352 417 894 794 800
1789360345.266307802 43270 95352 417 894 797 800
1789360347.291844677 43270 95352 417 894 799 800
1789360349.319851750 43270 95352 417 894 800 800
1789360351.346446056 43270 95352 417 894 779 800
1789360353.369474531 43270 95352 417 894 885 800
1789360355.394386955 43270 95352 417 894 2490 800
