Running walthread1 for 20 seconds...
Thread 33 says: 40 checkpoints
Thread 32 says: 152 iterations
Thread 31 says: 176 iterations
Thread 30 says: 149 iterations
Thread 29 says: 138 iterations
Thread 28 says: 106 iterations
Thread 27 says: 166 iterations
Thread 26 says: 158 iterations
Thread 25 says: 130 iterations
Thread 24 says: 152 iterations
Thread 23 says: 149 iterations
Thread 22 says: 176 iterations
Thread 21 says: 161 iterations
Thread 20 says: 148 iterations
Thread 19 says: 156 iterations
Thread 18 says: 177 iterations
Thread 17 says: 165 iterations
Thread 16 says: 145 iterations
Thread 15 says: 160 iterations
Thread 14 says: 172 iterations
Thread 13 says: 113 iterations
Thread 12 says: 135 iterations
Thread 11 says: 164 iterations
Thread 10 says: 111 iterations
Thread 9 says: 158 iterations
Thread 8 says: 174 iterations
Thread 7 says: 152 iterations
Thread 6 says: 187 iterations
Thread 5 says: 154 iterations
Thread 4 says: 219 iterations
Thread 3 says: 141 iterations
Thread 2 says: 151 iterations
Thread 1 says: 174 iterations
0 errors out of 1 tests
