Running walthread1 for 20 seconds...
Thread 49 says: 40 checkpoints
Thread 48 says: 59 iterations
Thread 47 says: 53 iterations
Thread 46 says: 65 iterations
Thread 45 says: 45 iterations
Thread 44 says: 51 iterations
Thread 43 says: 43 iterations
Thread 42 says: 66 iterations
Thread 41 says: 53 iterations
Thread 40 says: 59 iterations
Thread 39 says: 60 iterations
Thread 38 says: 45 iterations
Thread 37 says: 48 iterations
Thread 36 says: 75 iterations
Thread 35 says: 74 iterations
Thread 34 says: 58 iterations
Thread 33 says: 53 iterations
Thread 32 says: 62 iterations
Thread 31 says: 67 iterations
Thread 30 says: 60 iterations
Thread 29 says: 61 iterations
Thread 28 says: 64 iterations
Thread 27 says: 49 iterations
Thread 26 says: 38 iterations
Thread 25 says: 56 iterations
Thread 24 says: 60 iterations
Thread 23 says: 72 iterations
Thread 22 says: 58 iterations
Thread 21 says: 71 iterations
Thread 20 says: 51 iterations
Thread 19 says: 75 iterations
Thread 18 says: 68 iterations
Thread 17 says: 49 iterations
Thread 16 says: 60 iterations
Thread 15 says: 65 iterations
Thread 14 says: 64 iterations
Thread 13 says: 61 iterations
Thread 12 says: 54 iterations
Thread 11 says: 54 iterations
Thread 10 says: 55 iterations
Thread 9 says: 51 iterations
Thread 8 says: 73 iterations
Thread 7 says: 63 iterations
Thread 6 says: 51 iterations
Thread 5 says: 58 iterations
Thread 4 says: 61 iterations
Thread 3 says: 61 iterations
Thread 2 says: 58 iterations
Thread 1 says: 61 iterations
0 errors out of 1 tests
