Running walthread1 for 20 seconds...
Thread 33 says: 40 checkpoints
Thread 32 says: 159 iterations
Thread 31 says: 155 iterations
Thread 30 says: 164 iterations
Thread 29 says: 173 iterations
Thread 28 says: 166 iterations
Thread 27 says: 159 iterations
Thread 26 says: 180 iterations
Thread 25 says: 130 iterations
Thread 24 says: 169 iterations
Thread 23 says: 171 iterations
Thread 22 says: 187 iterations
Thread 21 says: 204 iterations
Thread 20 says: 179 iterations
Thread 19 says: 118 iterations
Thread 18 says: 155 iterations
Thread 17 says: 197 iterations
Thread 16 says: 168 iterations
Thread 15 says: 182 iterations
Thread 14 says: 187 iterations
Thread 13 says: 169 iterations
Thread 12 says: 204 iterations
Thread 11 says: 172 iterations
Thread 10 says: 146 iterations
Thread 9 says: 170 iterations
Thread 8 says: 167 iterations
Thread 7 says: 154 iterations
Thread 6 says: 153 iterations
Thread 5 says: 166 iterations
Thread 4 says: 137 iterations
Thread 3 says: 156 iterations
Thread 2 says: 192 iterations
Thread 1 says: 146 iterations
0 errors out of 1 tests
