Codec,FFBUILD,runs_completed,mean_time_s,stddev_time_s,min_time_s,max_time_s,mean_user_s,mean_system_s,max_mem_kb,command_template
"h264_libx264","ffmpeg-tsan-sound-nofe","1/1",48.3200,0.0000,48.3200,48.3200,243.3800,7.4500,578660,"ffmpeg-tsan-sound-nofe/bin/ffmpeg -hide_banner -i ""./input/WatchingEyeTexture.mkv"" -threads 4 -y -c:v libx264 -preset medium -crf 23  -loglevel error /dev/shm/out.mp4"
"copy_passthrough","ffmpeg-tsan-sound-nofe","1/1",0.7100,0.0000,0.7100,0.7100,0.6100,0.0900,79172,"ffmpeg-tsan-sound-nofe/bin/ffmpeg -hide_banner -i ""./input/WatchingEyeTexture.mkv"" -threads 4 -y -c:v copy -c:a copy  -loglevel error /dev/shm/out.mkv"
"mjpeg","ffmpeg-tsan-sound-nofe","1/1",25.8100,0.0000,25.8100,25.8100,183.0200,1.6000,423184,"ffmpeg-tsan-sound-nofe/bin/ffmpeg -hide_banner -i ""./input/WatchingEyeTexture.mkv"" -threads 4 -y -c:v mjpeg -pix_fmt yuvj420p -q:v 2  -loglevel error /dev/shm/out.avi"
"h265_libx265","ffmpeg-tsan-sound-nofe","1/1",54.7300,0.0000,54.7300,54.7300,572.3500,7.3200,1651608,"ffmpeg-tsan-sound-nofe/bin/ffmpeg -hide_banner -i ""./input/WatchingEyeTexture.mkv"" -threads 4 -y -c:v libx265 -preset medium -crf 28 -tag:v hvc1  -loglevel error /dev/shm/out.mp4"
