Running walthread1 for 20 seconds...
Thread 17 says: 40 checkpoints
Thread 16 says: 344 iterations
Thread 15 says: 319 iterations
Thread 14 says: 283 iterations
Thread 13 says: 264 iterations
Thread 12 says: 259 iterations
Thread 11 says: 289 iterations
Thread 10 says: 339 iterations
Thread 9 says: 287 iterations
Thread 8 says: 284 iterations
Thread 7 says: 276 iterations
Thread 6 says: 333 iterations
Thread 5 says: 275 iterations
Thread 4 says: 306 iterations
Thread 3 says: 281 iterations
Thread 2 says: 319 iterations
Thread 1 says: 326 iterations
0 errors out of 1 tests
