Running walthread1 for 20 seconds...
Thread 73 says: 40 checkpoints
Thread 72 says: 43 iterations
Thread 71 says: 41 iterations
Thread 70 says: 30 iterations
Thread 69 says: 43 iterations
Thread 68 says: 40 iterations
Thread 67 says: 43 iterations
Thread 66 says: 36 iterations
Thread 65 says: 54 iterations
Thread 64 says: 38 iterations
Thread 63 says: 39 iterations
Thread 62 says: 41 iterations
Thread 61 says: 34 iterations
Thread 60 says: 42 iterations
Thread 59 says: 40 iterations
Thread 58 says: 46 iterations
Thread 57 says: 32 iterations
Thread 56 says: 30 iterations
Thread 55 says: 38 iterations
Thread 54 says: 36 iterations
Thread 53 says: 38 iterations
Thread 52 says: 31 iterations
Thread 51 says: 49 iterations
Thread 50 says: 44 iterations
Thread 49 says: 46 iterations
Thread 48 says: 43 iterations
Thread 47 says: 43 iterations
Thread 46 says: 42 iterations
Thread 45 says: 46 iterations
Thread 44 says: 29 iterations
Thread 43 says: 39 iterations
Thread 42 says: 40 iterations
Thread 41 says: 33 iterations
Thread 40 says: 50 iterations
Thread 39 says: 32 iterations
Thread 38 says: 39 iterations
Thread 37 says: 36 iterations
Thread 36 says: 44 iterations
Thread 35 says: 31 iterations
Thread 34 says: 45 iterations
Thread 33 says: 40 iterations
Thread 32 says: 47 iterations
Thread 31 says: 34 iterations
Thread 30 says: 43 iterations
Thread 29 says: 40 iterations
Thread 28 says: 37 iterations
Thread 27 says: 44 iterations
Thread 26 says: 35 iterations
Thread 25 says: 37 iterations
Thread 24 says: 48 iterations
Thread 23 says: 47 iterations
Thread 22 says: 51 iterations
Thread 21 says: 41 iterations
Thread 20 says: 45 iterations
Thread 19 says: 30 iterations
Thread 18 says: 34 iterations
Thread 17 says: 40 iterations
Thread 16 says: 50 iterations
Thread 15 says: 37 iterations
Thread 14 says: 34 iterations
Thread 13 says: 50 iterations
Thread 12 says: 32 iterations
Thread 11 says: 50 iterations
Thread 10 says: 45 iterations
Thread 9 says: 52 iterations
Thread 8 says: 37 iterations
Thread 7 says: 45 iterations
Thread 6 says: 49 iterations
Thread 5 says: 38 iterations
Thread 4 says: 45 iterations
Thread 3 says: 41 iterations
Thread 2 says: 37 iterations
Thread 1 says: 40 iterations
0 errors out of 1 tests
