epoch,n_busy,busy_median_khz,busy_p90_khz,all_median_khz,loadavg
1788882627,29,2898637,3100000,2024734,10.25
1788882657,25,2900000,3096529,1099777,9.96
1788882687,25,2900000,3090960,1976057,9.24
1788882718,22,2900000,3382994,800000,9.47
1788882748,23,2900000,3100000,800000,7.52
1788882778,22,2900000,3100000,800000,7.08
1788882808,20,2900000,3100000,800000,7.66
1788882838,28,2900000,3100000,2888914,7.76
1788882868,21,2900041,3097094,800000,7.01
1788882898,22,3052751,3136490,800000,7.22
1788882928,10,1812590,3400000,800000,6.96
1788882958,24,2861440,2905653,851084,6.19
1788882988,23,2811341,3099588,800000,6.45
1788883019,17,2900000,3112632,800000,7.59
1788883049,20,2754015,2900000,800000,6.64
1788883079,24,2883206,3100000,856123,6.68
1788883109,15,2900000,3100000,800000,6.50
1788883139,6,2757324,2911538,800000,5.36
1788883169,24,2918166,3097846,800026,7.10
1788883199,24,2900000,3096474,803793,9.03
1788883229,23,2900000,3278217,800000,11.16
1788883259,22,2899970,3095544,800000,10.33
1788883290,23,2865968,2900042,800000,8.78
1788883320,21,2900000,3100000,800000,10.30
1788883350,6,1584556,2884223,800000,8.16
1788883380,21,2900000,3100000,800000,9.66
1788883410,20,3069455,3100563,800000,10.83
1788883440,18,2900000,2957402,800000,11.91
1788883470,18,2900000,3100000,800000,12.58
1788883500,20,2900000,3100000,800000,13.18
1788883530,23,2900000,2929222,800000,13.56
1788883561,28,2900000,3100000,2865378,10.95
1788883591,23,2901450,3100000,800000,10.24
1788883621,20,2899989,3092101,800000,11.51
1788883651,25,2899909,2900041,1315458,8.95
1788883681,24,2899233,2900000,800000,9.66
1788883711,27,2900000,3061267,2496421,9.71
1788883741,7,1789867,2911706,800000,8.48
1788883771,24,2901716,3131863,858654,7.37
1788883801,26,2897938,2959476,1412530,8.03
1788883832,22,3028370,3270018,800000,8.02
1788883862,22,2897746,3100041,800000,8.55
1788883892,20,2900000,3097017,800000,8.32
1788883922,22,2900025,3099960,800000,8.30
1788883952,23,2882803,2900000,800000,6.74
1788883982,18,2766181,3100000,800000,6.37
1788884012,24,2823051,2900029,819623,6.68
1788884042,26,2899970,3072005,1633090,6.73
1788884072,25,2708211,2990782,1492220,7.30
1788884102,17,2900000,3291719,800000,6.82
1788884133,11,1871010,2818711,800000,6.26
1788884163,25,2900000,3093948,1978706,5.68
1788884193,23,2840589,3043502,800000,7.69
1788884223,20,2900000,3091530,800000,8.45
1788884253,21,2842345,2900000,800000,9.17
1788884283,20,2870490,2985195,800000,8.57
1788884313,24,2900000,2938241,935071,11.35
1788884343,14,1794585,2506281,800000,11.07
1788884373,26,2851541,3084422,2539886,8.79
1788884404,22,2862790,3008997,800000,9.10
1788884434,28,2840252,3076323,2790709,9.93
1788884464,18,2878875,3018979,800000,11.16
1788884494,25,2852430,3033163,1002317,9.86
1788884524,20,2834634,3057872,800000,11.20
1788884554,10,1895711,3400034,800000,10.57
1788884584,26,2900000,3204857,2883733,9.55
1788884614,29,2900000,3099745,2891295,8.74
1788884644,27,2900000,3074468,2702199,8.26
1788884675,29,2899205,3097679,2806815,8.45
1788884705,24,2897894,2900058,941658,7.97
1788884735,26,2899968,3100000,1854744,8.22
1788884765,32,2900030,3100039,2898821,8.67
1788884795,23,2900000,3252101,800000,9.19
1788884825,24,2941002,3153834,800000,9.69
1788884855,25,2900043,3100000,1078032,9.04
1788884885,18,2900000,3397145,800000,8.54
1788884915,21,2900000,3077737,800000,9.45
1788884945,10,2107291,2898698,800000,9.10
1788884976,17,2900000,3334589,800000,10.21
1788885006,24,2890145,2930158,800000,8.59
1788885036,29,2900000,3097882,2497251,8.12
1788885066,13,2874877,3088443,800000,7.53
1788885096,19,2900000,3019587,800000,7.99
1788885126,20,2899625,2900000,800000,7.58
1788885156,13,2005291,3100031,800000,5.83
1788885186,30,2897947,2900000,2890988,8.51
1788885216,23,2890211,2900000,800000,9.37
1788885247,25,2900000,3095893,1259726,10.98
1788885277,23,2900000,3095272,800000,10.17
1788885307,22,2900000,3100000,800000,13.27
1788885337,19,2900000,3100000,800000,13.58
1788885367,6,1737603,2919544,800000,10.79
1788885397,24,2818785,2893482,800000,10.02
1788885427,21,2848699,2999360,800000,10.03
1788885457,25,2854576,3081081,1290096,11.82
1788885487,19,2829616,3008615,800000,11.98
1788885518,25,2889771,3052540,1432784,11.50
1788885548,23,2821697,3008444,800019,11.74
1788885578,17,2900000,3091083,800000,9.24
1788885608,27,2900000,3100000,2809025,8.77
1788885638,25,2900000,2943337,2605733,10.04
1788885668,31,2899961,2900031,2861088,8.51
1788885698,20,2894120,3000004,800000,9.41
1788885728,29,2900000,3096713,2848800,10.96
1788885758,12,1608185,2522279,800000,9.77
1788885788,23,2900000,3099950,800000,8.33
1788885819,19,2900030,3100000,800000,8.31
1788885849,21,2900000,3116773,800000,7.83
1788885879,22,2900000,3096729,800000,7.72
1788885909,24,2900000,3191512,801123,7.98
1788885939,21,3025829,3099954,800000,7.59
1788885969,20,2900000,3097938,800000,6.01
1788885999,18,2503688,2905764,800000,6.89
1788886029,21,2900000,3234891,800000,6.09
1788886059,16,2714271,3100000,800000,7.12
1788886090,27,2877133,3100000,1784049,6.95
1788886120,23,2773769,3099937,800000,6.24
1788886150,15,2507600,2964903,800000,7.26
1788886180,27,2900000,3100000,2482867,6.24
1788886210,21,2900000,3100000,800000,9.29
1788886240,24,2850732,3092096,800000,10.06
1788886270,21,2900000,2900030,800000,11.16
1788886300,22,2900000,3100000,800000,12.93
1788886330,20,2900000,2900030,800000,12.82
1788886361,15,2203693,2813605,800000,12.10
1788886391,25,2900000,3100033,1631871,9.32
1788886421,21,2900030,3100000,800000,11.94
1788886451,20,2900000,3100000,800000,13.33
1788886481,24,2900000,3100000,800000,13.16
1788886511,19,2900000,3016276,800000,14.52
1788886541,24,2920300,3100000,897325,13.77
1788886571,11,1800000,3112500,800000,12.04
1788886601,26,2900000,3100000,2405370,9.74
1788886632,26,2900000,3100000,1153041,10.21
1788886662,28,2974645,3100000,2895286,9.99
1788886692,23,2897467,3078103,800000,10.14
1788886722,25,2900000,2974848,1300000,9.26
1788886752,25,2900076,3100000,1032549,9.16
1788886782,18,2900000,3098539,800000,7.72
1788886812,21,2897517,3093475,800000,7.51
1788886842,21,2899970,3080850,800000,7.18
1788886872,19,2900000,3096024,800000,7.24
1788886903,24,2900000,3098734,945624,6.56
1788886933,25,2896999,3098099,1682087,7.55
1788886963,10,1902222,3383219,800000,7.84
1788886993,19,2900000,3174588,800000,6.83
1788887023,20,2900000,3100000,800000,7.09
1788887053,21,2896547,2900000,800000,7.25
1788887083,23,2900000,3100000,800010,7.25
1788887113,24,2713061,2900000,829557,6.95
1788887143,25,2845250,3073920,1194685,6.12
1788887174,9,2830412,3400000,800000,5.37
1788887204,26,3023178,3097740,2795538,6.78
1788887234,27,2875728,3039156,2429369,8.15
1788887264,21,2894504,2900039,800000,8.58
1788887294,21,2820833,2893976,800000,10.48
1788887324,18,2838898,3099968,800000,12.69
1788887354,23,2872044,3012313,800000,10.46
1788887384,10,1745682,2826589,800000,8.30
1788887414,21,2900031,3100000,800000,9.46
1788887444,20,2900000,3100000,800000,12.07
1788887475,19,2916182,3100000,800000,13.90
1788887505,23,2867891,3100000,824021,13.17
1788887535,27,2882256,2901148,2405194,14.08
1788887565,23,2900000,3100000,800000,13.89
1788887595,34,2900000,2909721,2899968,14.59
1788887625,34,2900000,3110319,2898061,17.90
1788887655,34,2900000,3097104,2899970,19.63
1788887685,27,2900000,3100000,2100584,19.75
1788887715,33,2900000,2900542,2898798,19.57
1788887746,29,2900000,2900315,2894716,18.69
1788887776,23,2900000,2900029,800000,17.43
1788887806,22,2900000,2900029,800000,17.98
1788887836,21,2900000,3033983,800000,18.22
1788887866,22,2900000,2900029,800000,18.13
1788887896,22,2900000,3068811,800000,18.59
1788887926,21,2900000,2945025,800000,18.54
1788887956,35,2900000,3082782,2897946,16.93
1788887986,32,2884985,2900000,2769102,16.22
1788888016,31,2896480,2900000,2476523,14.26
1788888047,39,2900000,2989276,2897863,11.69
1788888077,39,2898885,3089902,2893387,11.65
1788888107,31,2899943,3089801,2716282,12.51
1788888137,23,2900000,3100000,807031,10.02
1788888167,24,2900000,3099968,956973,13.20
1788888197,27,2900000,3100031,2899970,14.72
1788888227,25,2900029,3100000,2899970,16.12
1788888257,23,2900000,3071061,800000,16.91
1788888287,29,2900000,2975620,2899970,15.57
1788888318,9,1524340,3100000,800000,16.83
1788888348,20,2900000,2908946,800000,16.01
1788888378,22,2900000,2900029,800000,16.38
1788888408,22,2900000,2900804,800000,16.56
1788888438,21,2900000,2900029,800000,15.80
1788888468,22,2900000,2900058,800000,16.25
1788888498,20,2900000,2900029,800000,16.78
1788888528,23,2900000,3088770,800000,12.74
1788888558,22,2898676,2900029,800000,10.92
1788888589,27,2896529,3100000,2427030,9.76
1788888619,26,2900000,3095689,2412727,10.18
1788888649,29,2900000,3098967,2849551,10.01
1788888679,25,2899968,2900000,2736066,9.14
1788888709,11,2238169,3073046,800000,7.95
1788888739,21,2900000,3097819,800000,7.51
1788888769,21,2900000,3099921,800000,7.61
1788888799,22,2900000,2900048,800079,8.14
1788888829,23,2900000,3123326,800000,7.79
1788888860,23,2899982,3100000,800000,7.27
1788888890,23,3096361,3392721,800000,7.40
1788888920,22,2900000,3100000,946176,6.28
1788888950,24,2900000,3100000,800000,6.63
1788888980,22,2888888,2900000,800000,7.30
1788889010,21,2900000,3035569,800000,7.07
1788889040,20,2910800,3140245,800000,6.39
1788889070,22,2895723,2900000,800000,6.70
1788889100,8,2345588,2904016,800000,6.13
1788889130,23,2878005,3033532,800000,7.09
1788889161,24,2886906,3051980,800000,9.29
1788889191,22,2900000,2955847,800000,9.58
1788889221,29,2901575,3059695,2806481,10.73
1788889251,24,2900000,3006750,800091,12.17
1788889281,21,2831326,2900000,800000,12.83
1788889311,10,2000000,3031594,800000,9.99
1788889341,17,2899969,3100000,800000,8.64
1788889371,21,2900000,3099968,800000,11.82
1788889401,20,2900000,3100000,800000,13.74
1788889432,19,2895612,2911646,800000,14.23
1788889462,18,2900000,2938623,800000,14.84
1788889492,24,2900000,3100000,800782,14.00
1788889522,5,3034548,3099968,800000,10.68
1788889552,22,2900000,3100000,800000,9.21
1788889582,27,2900000,3079992,2814611,9.60
1788889612,25,2900000,2900120,1300036,13.60
1788889642,24,2900000,3100000,993474,15.91
1788889672,23,2897338,2900041,800000,14.59
1788889703,28,2900000,3100000,2888018,13.56
1788889733,19,2900000,3082969,800000,10.46
1788889763,27,2900000,3099957,1736253,9.58
1788889793,25,2900000,3096936,1168567,8.86
1788889823,24,2898198,3100033,801047,8.57
1788889853,25,3088900,3100000,1941411,8.37
1788889883,25,2900000,3099925,1201851,8.21
1788889913,10,2494646,3100000,800000,7.40
1788889943,15,2900000,3100000,800000,6.52
1788889974,28,2844429,2900000,2196562,5.89
1788890004,27,2719392,2900000,1326224,6.14
1788890034,27,2900000,3100000,1639191,6.66
1788890064,15,2851440,3095676,800000,6.51
1788890094,26,2874162,2929576,1093693,5.47
1788890124,5,2934160,3100000,800000,4.75
1788890154,22,2900000,3100000,800000,6.83
1788890184,24,2854754,2900000,800000,8.46
1788890214,22,2895676,2991775,800000,10.48
1788890245,17,3005542,3097720,800000,11.52
1788890275,27,2896014,3275269,2178327,12.69
1788890305,20,2899948,3258353,800000,14.09
1788890335,7,1908757,2864542,800000,10.78
1788890365,29,2820159,3339929,2784055,9.97
1788890395,21,2833996,3067842,800000,10.57
1788890425,23,2855279,3047580,800000,9.68
1788890455,21,2900000,3059586,800000,10.89
1788890485,21,2844547,3010656,800000,11.13
1788890515,25,2804888,2900000,2465068,11.23
1788890546,22,2900000,3271495,800000,8.60
1788890576,22,2900000,2967548,800000,9.05
1788890606,24,2900000,3100000,800000,9.17
1788890636,25,2900000,3004056,2450174,8.32
1788890666,20,2895575,2900000,800000,7.53
1788890696,23,2900000,3048134,800000,8.71
1788890726,15,2400000,3005360,800000,8.27
1788890756,33,2900000,2900063,2899952,7.49
1788890786,20,2900000,3100000,800000,7.84
1788890817,23,2900000,3100000,800000,7.79
1788890847,22,2900000,3098094,800000,7.23
1788890877,23,2900000,3097742,800000,7.96
1788890907,23,3034699,3100000,893987,8.00
1788890937,25,2899970,2951916,1484383,6.67
1788890967,22,2900000,3082486,800000,6.70
1788890997,20,2891116,3097800,800000,6.01
1788891027,19,2838525,3213476,800000,5.35
1788891057,18,3088570,3387769,800000,5.21
1788891088,23,2900000,3100000,800000,5.41
1788891118,7,2342960,3399965,800000,6.47
1788891148,21,2841650,2896053,800000,5.95
1788891178,24,2844879,3006281,933927,8.19
1788891208,21,2875970,3095889,800000,9.12
1788891238,27,2899969,3104857,2735568,10.74
1788891268,23,2900000,3022377,800000,12.07
1788891298,30,2900000,3100034,2827755,12.75
1788891328,11,2093333,3017511,800000,13.39
1788891359,23,2899474,3086222,800000,10.41
1788891389,23,2814942,2974188,800000,12.46
1788891419,25,2816964,3089735,1019069,12.26
1788891449,23,2849087,3072088,800000,12.63
1788891479,22,2836142,3010334,800000,14.71
1788891509,21,2900033,3090704,800000,13.87
1788891539,8,2193871,3099968,800000,11.96
1788891569,24,2898700,2900000,800049,10.38
1788891599,24,2900000,3099968,800000,9.90
1788891629,25,2900000,3100000,1002370,9.93
1788891660,29,2900000,2916771,2894454,8.86
1788891690,23,2899993,2900000,801045,8.38
1788891720,23,2900000,3072974,800000,8.47
1788891750,23,2899976,2956830,800000,7.40
1788891780,21,2900000,3100058,800000,6.49
1788891810,22,2900000,3100000,800000,7.30
1788891840,23,2900000,3100000,800000,7.27
1788891870,28,2900000,3099601,2511838,6.88
1788891900,20,2900000,3099926,800000,7.46
1788891931,6,2080927,3799575,800000,6.73
1788891961,23,2886421,3052386,800000,5.97
1788891991,21,2886782,2900763,800000,5.84
1788892021,19,2900000,3025818,800000,6.04
1788892051,21,2900000,3100757,800000,6.22
1788892081,15,2900000,2911111,800000,6.59
1788892111,21,2900000,3342257,800000,6.85
1788892141,11,2505052,2872127,800000,5.02
1788892171,26,2900000,3063709,1566677,7.77
1788892202,22,2897631,2966693,800000,8.53
1788892232,25,2893044,3092618,1283033,8.07
1788892262,22,2897727,3100000,800000,10.64
1788892292,21,3049552,3100000,800000,11.56
1788892322,19,2900000,3106858,800000,12.95
1788892352,5,2450600,3084465,800000,10.51
1788892382,20,2900000,2955564,800000,11.74
1788892412,23,2916355,3369071,800000,13.29
1788892442,22,2900000,2962283,800000,13.82
1788892473,25,2900000,3100000,1195463,14.88
1788892503,25,2900000,3100000,1712090,14.68
1788892533,26,2900000,3100000,2093930,14.88
1788892563,27,2899970,3064400,2600000,11.02
1788892593,16,2900000,3086468,800000,9.49
1788892623,24,2900000,3100000,881934,10.25
1788892653,29,2899946,3100000,2625899,8.85
1788892683,17,2900053,3100000,800000,8.23
1788892713,25,2899979,3100000,1380769,9.13
1788892743,7,2101747,2558219,800000,8.28
1788892774,25,3015525,3100138,1295117,7.54
1788892804,21,2900000,3100000,800000,7.29
1788892834,20,2899978,3095307,800000,7.37
1788892864,20,2900000,3100000,800000,8.92
1788892894,21,2899980,3361545,800000,8.38
1788892924,19,2900027,3109323,800000,7.71
1788892954,22,2900000,3084729,800000,7.01
1788892984,16,2900000,3085024,800000,6.55
1788893014,21,2853815,2900131,800000,6.73
1788893045,22,2890993,2900000,800000,7.58
1788893075,26,2899941,2900000,1761065,11.86
1788893105,22,2900000,3100000,800000,10.59
1788893135,14,2162397,2833049,800000,10.53
1788893165,27,2900000,2900031,1356154,8.01
1788893195,18,2900000,3100000,800000,10.55
1788893225,21,2895470,3056581,800000,12.24
1788893255,46,2893448,2900000,2888740,14.70
1788893285,26,2900000,3100000,2892087,17.43
1788893315,29,2900000,3188864,2895801,16.34
1788893346,14,1702380,2987703,800000,18.85
1788893376,22,2801405,3058103,800000,13.56
1788893406,22,2871926,2980256,800000,12.57
1788893436,20,2899970,3021865,800000,12.97
1788893466,23,2862168,3073203,800095,13.09
1788893496,23,2867989,3083636,800000,11.47
1788893526,48,2400000,2499974,2400000,54.81
1788893556,15,1677851,2877875,800000,76.18
1788893586,29,2900000,3049445,2895912,50.97
1788893617,48,2700000,2700027,2700000,46.20
1788893647,48,2500000,2570059,2500000,79.13
1788893677,30,2886679,2900000,2594470,87.11
1788893707,28,2899970,3091749,2818380,61.15
1788893737,26,2900000,3093596,1572995,41.94
1788893767,8,2168929,3091583,800000,26.59
1788893797,48,2700000,2799971,2700000,33.68
1788893827,48,2414263,2500000,2414263,70.85
1788893858,23,2898399,2900000,800000,76.60
1788893888,19,2900000,3097519,800000,50.66
1788893918,48,2700000,2700054,2700000,51.53
1788893948,48,2500050,2600026,2500050,80.68
1788893978,20,2900000,3092442,800000,71.06
1788894008,24,2900000,3100000,800820,46.81
1788894038,45,2900000,2900030,2899968,31.61
1788894068,22,2882712,3009965,800082,22.75
1788894098,21,2863639,3108981,800000,16.96
1788894129,21,2900000,2907323,900000,14.58
1788894159,8,2686308,3099968,800000,12.62
1788894189,24,2954281,3068533,981021,12.24
1788894219,25,2899646,3017747,1262147,13.48
1788894249,28,2897849,2921010,2283620,14.18
1788894279,21,3062162,3100000,800000,15.49
1788894309,23,2841859,3095363,800000,16.83
1788894339,20,2900000,3100000,800000,16.22
1788894369,9,2276718,2932076,800000,14.96
1788894399,22,2889163,3083624,800000,10.92
1788894430,20,2825952,2989955,800000,11.06
1788894460,23,2938455,3078899,800000,11.01
1788894490,21,2877586,2999337,800000,10.94
1788894520,24,2851606,3075246,800000,11.32
1788894550,19,2842112,3069867,800000,11.71
1788894580,6,1500000,2939045,800000,10.49
1788894610,31,2900000,3100192,2751750,8.95
1788894640,24,2900000,3100000,800000,8.32
1788894670,29,2900000,3100000,2757933,9.44
1788894701,29,2900000,3095726,2890914,9.25
1788894731,19,2895468,2900049,800000,8.99
1788894761,24,2898059,3092165,947596,9.51
1788894791,7,2066307,2913690,800000,8.16
1788894821,21,2900000,3093191,800000,8.28
1788894851,21,2900000,3091906,800000,8.37
1788894881,22,2900000,3104618,800000,8.99
1788894911,22,2900000,3031743,800000,8.17
1788894941,22,2900000,3093299,800000,8.11
1788894972,21,2900000,3100000,800000,8.36
1788895002,20,2861646,2908123,800000,6.78
1788895032,24,2873422,2900000,900000,6.87
1788895062,22,2861323,2900378,800000,6.64
1788895092,23,2898602,3049856,800333,7.49
1788895122,25,2900000,2944768,1200000,6.86
1788895152,19,2900000,2946634,800000,7.40
1788895182,3,1993630,1993630,800000,6.52
1788895212,24,2897880,2908950,800034,7.34
1788895243,23,2899968,2900000,800016,10.60
1788895273,20,2900000,3362032,800000,12.20
1788895303,23,2899970,3099966,800000,13.77
1788895333,26,2895655,3085576,2473344,15.19
1788895363,15,2955978,3099965,800000,14.59
1788895393,6,1985983,2508305,800000,12.69
1788895423,23,2900031,3100000,800000,12.16
1788895453,19,2900000,3092982,800000,13.36
1788895483,22,2900000,3100000,800000,12.20
1788895514,22,2900000,3100000,800000,11.70
1788895544,27,2886626,3041638,2105982,12.39
1788895574,14,2891220,3023889,800000,12.50
1788895604,3,1895177,1895177,800000,10.96
1788895634,28,2897948,2936407,2668248,8.62
1788895664,26,2899970,3014327,2154991,8.56
1788895694,29,2898220,2905084,2705072,9.98
1788895724,25,2900000,3099968,1542547,10.62
1788895754,27,2900000,3099953,2843023,10.19
1788895785,25,2899941,3254752,1266659,11.11
1788895815,20,2900000,3100000,800000,8.26
1788895845,24,2954567,3100000,855280,8.31
1788895875,22,2979697,3097466,812773,7.82
1788895905,22,2900000,3100000,800008,7.43
1788895935,27,2900000,3179520,2058478,7.47
1788895965,24,2900000,3092685,809399,7.76
1788895995,7,3100000,3102605,800000,7.64
1788896025,16,2900000,2900029,800000,6.70
1788896055,24,2853690,2900000,939238,6.27
1788896086,16,2900000,3100000,800000,6.09
1788896116,20,2449493,3061743,800000,5.39
1788896146,24,2793812,2900029,800016,6.23
1788896176,21,2820827,2900000,800000,6.77
1788896206,7,2666596,3099968,800000,5.07
1788896236,17,2899967,2900000,800000,7.49
1788896266,21,2892626,2900040,800000,10.43
1788896296,20,2900000,3328770,800000,11.61
1788896326,25,2892830,3100000,1622727,11.60
1788896357,22,3056337,3100000,800000,11.80
1788896387,21,2900000,3092046,800000,10.64
1788896417,8,2092775,3100000,800000,7.90
1788896447,20,2886389,3072839,800000,9.32
1788896477,24,2897789,3100000,800000,10.08
1788896507,22,2900000,3099966,800000,10.73
1788896537,22,2900000,3095425,800000,11.29
1788896567,18,2900000,3040514,800000,13.04
1788896597,22,2889044,3067766,800000,16.46
1788896628,25,2900000,3098411,1500000,13.66
1788896658,24,2900000,3100000,886039,14.21
1788896688,22,2900000,3097534,800000,13.59
1788896718,26,2899954,3100000,2800261,15.29
1788896748,24,2900000,3096091,883277,14.72
1788896778,18,2899965,3100000,800000,12.63
1788896808,4,1465823,2914992,800000,10.16
1788896838,22,2900000,3100000,800000,8.75
1788896868,28,2900000,3100000,2000000,8.05
1788896899,18,2900000,3100000,800000,7.81
1788896929,21,2900000,3093804,800000,7.13
1788896959,17,2900000,3029552,800000,6.69
1788896989,21,3004043,3100000,800000,6.82
1788897019,21,2898066,3070272,800000,6.18
1788897049,25,2899659,3094668,1280200,5.45
1788897079,20,2783981,3100000,800000,5.19
1788897109,24,2897830,2930916,800008,6.61
1788897139,21,2708914,2896034,800000,6.58
1788897170,17,2924297,3254825,800000,6.71
1788897200,12,2103017,3061153,800000,6.16
1788897230,23,2900000,3257436,800000,7.19
1788897260,23,2900000,3052034,800000,11.92
1788897290,26,2900000,3100000,1215148,13.50
1788897320,19,2900000,2900031,800000,14.54
1788897350,26,2900000,2900316,1814314,15.03
1788897380,21,2900000,2900030,800000,13.37
1788897410,14,1999027,2841468,800000,13.39
1788897441,23,2837254,3054322,800000,9.76
1788897471,22,2865747,3092780,800000,11.60
1788897501,24,2875807,3275319,800000,10.65
1788897531,23,2836117,3015783,800000,11.67
1788897561,22,2824612,2999988,800000,11.78
1788897591,22,2838042,3032127,800000,11.67
1788897621,3,2894218,2894218,800000,11.33
1788897651,24,2900000,3093085,800009,8.98
1788897681,28,2900021,3100045,2894234,8.60
1788897711,22,2900000,3096875,800000,8.87
1788897742,22,2898781,2900029,800000,8.39
1788897772,26,2900000,2900102,2821143,8.38
1788897802,29,2899977,3100000,1740816,9.14
1788897832,21,2900000,3098286,800000,7.50
1788897862,19,2896829,3195578,800000,7.94
1788897892,21,2927688,3100000,800000,7.08
1788897922,25,2899958,3100000,1564897,7.13
1788897952,27,2897826,2900102,2493634,7.60
1788897982,21,3084888,3100000,800000,7.35
1788898013,7,2213477,3100031,800000,7.22
1788898043,28,2900000,3099942,2500000,7.20
1788898073,22,2878803,3100000,800000,6.80
1788898103,20,2894753,3100000,800000,6.77
1788898133,21,2900000,3100000,800000,6.69
1788898163,9,2982850,3100000,800000,7.05
1788898193,15,2871817,2900000,800000,7.52
1788898223,6,1659228,2708518,800000,6.64
1788898253,25,2857220,3071783,1292805,7.99
1788898284,28,2900000,3084575,2481318,9.59
1788898314,29,2894700,3076667,2795052,10.97
1788898344,23,2900000,3056073,800000,11.19
1788898374,33,2893612,2900000,2849071,11.51
1788898404,21,2840339,2900000,800000,11.37
1788898434,6,1745475,2900000,800000,8.22
1788898464,23,2900000,3100000,800008,9.03
1788898494,27,2882558,3088656,2146222,10.62
1788898524,24,2900000,3100000,964949,10.70
1788898554,23,2897846,3093039,800000,10.53
1788898585,22,2952713,3100000,800000,12.88
1788898615,17,2899969,2900000,800000,13.13
1788898645,18,2894235,3052332,800000,10.10
1788898675,22,2899939,3097070,800000,10.46
1788898705,24,2900000,3045890,800000,11.30
1788898735,25,2900000,3093906,2194131,10.96
1788898765,28,2898768,3100000,2499974,9.44
1788898795,23,2897659,3097346,800000,8.59
1788898825,7,2441114,3383333,800000,9.03
1788898856,22,2899926,2900072,800000,7.06
1788898886,24,2900000,3100000,864699,7.26
1788898916,21,2900000,3100000,800000,6.98
1788898946,23,2900000,3100000,800000,7.12
1788898976,21,2900000,3100000,800000,8.14
1788899006,19,2900143,3105088,800000,8.30
1788899036,5,3045632,3230178,800000,6.89
1788899066,19,2900000,3094655,800000,6.15
1788899096,19,2894399,3097623,800000,6.33
1788899126,24,2884499,3100000,863817,5.92
1788899157,19,2900167,3100000,800000,6.50
1788899187,26,2891317,2907341,1384132,6.36
1788899217,28,2900000,2980917,1200000,5.68
1788899247,27,2891265,3054929,2501464,4.44
1788899277,23,2899968,2991959,800000,9.95
1788899307,20,2892867,3100000,800000,10.79
1788899337,20,2900000,2919480,800000,10.20
1788899367,22,2965950,3100000,800000,11.20
1788899397,23,2899970,2900057,800000,10.77
1788899428,12,1592956,2090474,800000,10.09
1788899458,22,3024060,3092611,800000,7.72
1788899488,27,2900000,3100000,2807552,10.63
1788899518,27,2836563,3010461,1302926,9.62
1788899548,22,2866330,3072227,800000,11.28
1788899578,24,2929186,3100000,900000,13.20
1788899608,24,2842586,3014007,800079,11.87
1788899638,6,3100000,3684722,800000,12.40
1788899668,42,2900000,3100000,2900000,10.62
1788899699,41,2900000,2909897,2898060,18.10
1788899729,46,2899970,3097725,2899970,21.20
1788899759,48,2900029,3100000,2900029,22.38
1788899789,48,2900000,3100192,2900000,25.53
1788899819,41,2900000,2921090,2900000,28.37
1788899849,36,2900000,3100000,2900000,27.20
1788899879,36,2900000,3099966,2900000,26.91
1788899909,15,1733978,2900000,800000,28.17
1788899939,47,2900000,3100000,2900000,29.67
1788899969,42,2900000,3100000,2899970,30.86
1788900000,46,3091759,3100000,3091168,28.96
1788900030,42,2900000,2900280,2900000,28.26
1788900060,43,2900000,2900082,2900000,27.27
1788900090,39,2900000,2956721,2900000,27.16
1788900120,36,2900000,2900029,2900000,28.87
1788900150,0,0,0,800000,30.31
1788900180,42,2900000,3100000,2900000,31.21
1788900210,41,2899970,3100000,2897929,29.03
1788900240,39,2900000,3097921,2899970,28.04
1788900271,40,2900000,3086729,2899970,29.38
1788900301,39,2900000,3100000,2900000,29.35
1788900331,36,2900000,3099968,2900000,30.22
1788900361,13,2220388,3400000,800000,29.84
1788900391,48,2900000,3100000,2900000,28.99
1788900421,46,2900000,3100000,2900000,27.52
1788900451,45,2900000,3100000,2900000,27.45
1788900481,42,2900000,3099965,2900000,27.02
1788900511,45,2900000,3097595,2900000,26.16
1788900541,37,2900000,3097428,2900000,25.88
1788900572,6,1548837,3100000,800000,28.06
1788900602,47,2900000,3096714,2900000,28.93
1788900632,47,2898074,2906823,2898068,27.16
1788900662,47,2900000,3040000,2900000,27.36
1788900692,45,2900000,2972735,2899970,27.99
1788900722,44,2900000,3099968,2900000,25.77
1788900752,45,2900000,3087280,2900000,26.20
1788900782,36,2900000,3099966,2900000,27.60
1788900812,38,2900000,2900029,2899970,28.80
1788900843,36,2900000,2900029,2900000,29.93
1788900873,12,1994269,2661634,800000,26.19
1788900903,19,2895882,2900058,800000,17.07
1788900933,25,2897918,3089865,2815944,14.12
1788900963,18,2899970,3073799,800000,12.19
1788900993,26,2899957,3030092,1597751,12.15
1788901023,27,2900000,3100000,2887420,9.80
1788901053,18,2996116,3100474,800000,10.80
1788901083,6,2434777,2881342,800000,9.22
1788901113,20,2900000,3095169,800000,8.02
1788901144,25,3099948,3398522,2484061,7.49
1788901174,23,2900000,3097365,800000,7.06
1788901204,24,2897036,2933223,800000,7.18
1788901234,23,2900000,3100000,800000,7.76
1788901264,25,2900000,3102329,1020031,7.25
1788901294,24,2887115,2957738,855735,6.48
1788901324,23,2843700,3100000,800000,5.90
1788901354,14,2769362,3097795,800000,5.81
1788901384,21,2749745,2900000,800000,6.61
1788901415,24,2899966,3100000,895338,7.46
1788901445,25,2899970,3017716,1175852,6.61
