epoch,n_busy,busy_median_khz,busy_p90_khz,all_median_khz,loadavg
1788920230,18,3043986,3338177,800000,8.67
1788920260,14,3000000,3282745,800000,8.33
1788920290,18,3384259,3400000,800000,7.48
1788920321,25,2900000,3100031,1091161,6.89
1788920351,17,2940094,3100000,800000,8.49
1788920381,8,2903462,3399965,800000,7.68
1788920411,23,2900000,2912049,800008,6.84
1788920441,9,3274495,3518766,800000,8.40
1788920471,10,3068908,3289923,800000,8.64
1788920501,17,3099968,3800038,800000,7.93
1788920531,14,2839820,3100000,800000,8.39
1788920561,16,3100000,3259972,800000,10.14
1788920591,9,2889614,3294027,800000,8.80
1788920622,6,1900000,2678423,800000,6.97
1788920652,28,2900000,3099968,2100000,7.21
1788920682,14,2447816,3399965,800000,8.02
1788920712,14,2914068,3311181,800000,9.22
1788920742,11,2962691,3099968,800000,8.00
1788920772,13,2900000,3399965,800000,7.52
1788920802,16,2900000,3100000,800000,8.80
1788920832,11,2996826,3229288,800000,9.20
1788920862,15,3000030,3295944,800000,7.93
1788920893,15,3101741,3400000,800000,8.23
1788920923,9,3100000,3400000,800000,8.49
1788920953,15,2834031,3100000,800000,9.76
1788920983,13,3100000,3281445,800000,8.73
1788921013,12,3083626,3100031,800000,7.97
1788921043,9,3027192,3399965,800000,8.39
1788921073,12,3100000,3253776,800000,11.62
1788921103,11,3000000,3291785,800000,9.78
1788921133,14,3099968,3400000,800000,7.79
1788921163,19,2900000,3095034,800000,6.90
1788921193,23,2899970,3100031,800016,8.25
1788921224,11,3100031,3299550,800000,8.66
1788921254,14,3210958,3344384,800000,7.77
1788921284,11,2954300,3099968,800000,7.37
1788921314,17,2774438,3100023,800000,7.74
1788921344,13,3068945,3300000,800000,9.17
1788921374,15,3000000,3271580,800000,8.26
1788921404,14,3100000,3400000,800000,8.02
1788921434,24,2900069,3400000,835815,8.48
1788921464,11,1796247,2367396,800000,9.34
1788921495,7,3100000,3400000,800000,7.04
1788921525,15,3100000,3400000,800000,6.59
1788921555,12,2252962,3269117,800000,4.56
1788921585,11,2060784,3099968,800000,3.96
1788921615,10,2109302,3400034,800000,3.48
1788921645,14,2582329,3073053,800000,2.77
1788921675,11,1348280,2177922,800000,2.07
1788921705,11,1814868,2170353,800000,1.68
1788921735,21,2801378,3099078,800000,1.57
1788921766,10,2409230,2912904,800000,2.01
1788921796,8,2787983,3043744,800000,1.95
1788921826,10,1587272,3400000,800000,2.49
1788921856,12,2900231,3399965,800000,3.39
1788921886,10,2499662,3400034,800000,3.36
1788921916,8,2041692,3100000,800000,2.57
1788921946,11,1908891,2613443,800000,2.61
1788921976,10,3100000,3508870,800000,2.31
1788922006,5,2660791,2918803,800000,1.91
1788922037,12,2217786,2500000,800000,1.70
1788922067,15,2603178,3281428,800000,1.44
1788922097,9,2900000,3400000,800000,1.88
1788922127,14,3100000,3800000,800000,2.77
1788922157,9,2500000,3400000,800000,3.56
1788922187,9,1250495,3592280,800000,2.72
1788922217,6,3100000,3399965,800000,3.06
1788922247,9,1500000,3099968,800000,3.08
1788922278,15,1548266,3070129,800000,2.32
1788922308,13,2769729,3235942,800000,1.99
1788922338,15,1857823,3100000,800000,2.15
1788922368,11,2200000,2634154,800000,1.69
1788922398,14,2870277,3334922,800000,1.68
1788922428,9,2599715,3296325,800000,2.40
1788922458,14,2900000,3100000,800000,3.47
1788922488,12,2393351,3100000,800000,3.40
1788922518,12,2900000,3391500,800000,3.13
1788922549,3,1317907,1317907,800000,2.84
1788922579,11,2828994,3260385,800000,1.98
1788922609,13,1431408,2400000,800000,1.60
1788922639,11,1643733,2185789,800000,1.51
1788922669,13,2943010,3372174,800000,1.39
1788922699,12,2100000,3275415,800000,2.52
1788922729,13,2882046,2900000,800000,3.81
1788922759,11,2094459,2943551,800000,3.23
1788922789,10,2400000,3100000,800000,3.63
1788922820,6,1801061,3411525,800000,2.87
1788922850,15,2860377,3100000,800000,2.28
1788922880,15,1904231,3100000,800000,1.74
1788922910,12,1388770,2079229,800000,1.55
1788922940,16,2888016,3400000,800000,1.41
1788922970,11,3095865,3100031,800000,2.23
1788923000,8,3100000,3364305,800000,3.47
1788923030,6,2400000,2910789,800000,3.33
1788923060,5,1900000,3100000,800000,2.41
1788923091,11,2946428,3365359,800000,3.04
1788923121,3,1533333,1533333,800000,2.29
1788923151,7,1666050,3099968,800000,2.26
1788923181,15,2500000,2865457,800000,2.01
1788923211,16,1958535,2800000,800000,1.63
1788923241,14,2780153,3198155,800000,1.48
1788923271,8,1295705,3100000,800000,2.50
1788923301,5,2868226,3097266,800000,4.02
1788923332,15,2103344,2921286,800000,3.20
1788923362,19,3074987,3107192,800000,4.02
1788923392,18,2826867,3095622,800000,4.24
1788923422,24,2876958,3312555,800000,3.42
1788923452,21,2504081,3061128,819717,11.52
1788923482,20,1695101,2900490,800000,8.86
1788923512,16,2888039,3100031,800000,13.58
1788923542,34,2799182,2900029,2534797,10.88
1788923572,24,2858910,2900000,800000,16.51
1788923602,11,1800000,2100000,800000,10.99
1788923632,10,2206214,3090981,800000,8.54
1788923662,14,2840703,3345447,800000,7.10
1788923693,15,2858382,3023035,800000,7.69
1788923723,17,1660141,2920524,800000,8.15
1788923753,21,2210966,3036928,800000,13.07
1788923783,8,2076167,2829558,800000,9.30
1788923813,13,3019652,3100000,800000,8.23
1788923843,18,2992150,3100000,800000,8.23
1788923873,13,1960529,2880320,800000,6.09
1788923903,12,2071405,3099968,800000,6.00
1788923933,33,2898082,2918525,2600450,4.55
1788923963,21,2837472,3069288,800076,4.56
1788923993,17,1895986,2986260,800000,4.74
1788924024,34,2899966,2900029,2873832,4.07
1788924054,9,2238125,3100031,800000,3.96
1788924084,13,2900000,3100000,800000,4.91
1788924114,13,2774168,3095569,800000,4.11
1788924144,23,2739198,2900000,800070,4.35
1788924174,13,2847851,3099968,800000,7.46
1788924204,26,2623110,2900000,1170891,5.72
1788924234,33,2722294,2900000,1991420,5.64
1788924264,21,2897678,2900000,800065,8.43
1788924294,10,3018259,3343915,800000,6.93
1788924324,22,3075261,3230491,800000,10.76
1788924355,16,1393759,3063791,800000,7.64
1788924385,15,1935294,3100000,800000,5.60
1788924415,10,2900000,3324978,800000,5.27
1788924445,26,2869545,2900029,1626379,6.16
1788924475,18,2831988,3099968,800000,5.88
1788924505,7,2283355,2981029,800000,4.67
1788924535,5,1800000,3100000,800000,4.22
1788924565,9,1900000,2890169,800000,3.94
1788924595,18,2650149,2897627,800000,3.19
1788924625,33,2889962,2900000,2593279,3.46
1788924656,15,2680306,3100000,800000,5.72
1788924686,9,2900029,3100000,800000,5.55
1788924716,19,2585569,3100000,800000,11.08
1788924746,6,1837530,2700000,800000,8.42
1788924776,30,2900000,2900033,2444941,9.47
1788924806,26,2896117,3149936,2342304,7.44
1788924836,10,2557374,3187924,800000,11.16
1788924866,12,2192391,2891737,800000,15.27
1788924896,28,2723005,3063752,1740106,10.90
1788924926,13,2608426,2900029,800000,7.58
1788924956,35,2900000,3100000,2899963,7.02
1788924986,11,2057933,3095012,800000,7.01
1788925017,19,1798709,2900000,800000,10.44
1788925047,14,2991201,3090342,800000,9.05
1788925077,14,2335509,2900029,800000,10.60
1788925107,32,2894017,2900000,2506727,8.11
1788925137,9,2870812,3092263,800000,6.24
1788925167,25,2180120,3021435,1000039,6.04
1788925197,31,2780776,2900000,1830155,5.34
1788925227,13,2900000,3056536,800000,6.56
1788925257,27,2900000,3099968,2400000,6.33
1788925287,13,3120678,3398851,800000,6.91
1788925317,39,2899212,2900031,2830219,6.42
1788925348,11,2773703,3099968,800000,12.68
1788925378,36,2900000,2909863,2892259,10.30
1788925408,7,2034977,2464585,800000,7.94
1788925438,20,2774127,2900000,800000,6.09
1788925468,35,2891188,2900000,2691909,5.22
1788925498,11,1635663,2485832,800000,4.66
1788925528,27,2705730,3043061,1289417,7.33
1788925558,9,2200000,3284656,800000,8.44
1788925588,13,1894836,3100000,800000,8.56
1788925618,9,2857184,3065909,800000,6.71
1788925648,11,1995777,3100000,800000,6.23
1788925679,10,1895140,3100000,800000,7.44
1788925709,10,1978768,3100000,800000,9.25
1788925739,13,2094696,2714990,800000,8.97
1788925769,31,2466367,2900000,1589637,6.73
1788925799,16,2478539,3095797,800000,5.99
1788925829,12,1598046,3000757,800000,5.81
1788925859,15,2900000,3221675,800000,5.59
1788925889,17,2923075,3108355,800000,8.07
1788925919,14,2857164,3100000,800000,7.58
1788925949,10,2414070,3035988,800000,6.12
1788925980,14,2847361,3028455,800000,5.36
1788926010,16,2720058,3086919,800000,5.28
1788926040,22,2481616,2900029,865420,4.72
1788926070,15,2627094,3046749,800000,4.47
1788926100,15,2393717,3071533,800000,8.18
1788926130,19,2440963,2814523,800000,5.71
1788926160,10,1633122,2579751,800000,4.87
1788926190,15,2899970,3100031,800000,8.79
1788926220,21,2900000,3099968,800016,7.36
1788926250,9,2293044,3100000,800000,6.85
1788926280,25,2867789,2900000,1400000,10.28
1788926311,15,2495455,3100000,800000,7.83
1788926341,19,2899970,3046110,800000,6.82
1788926371,11,1620949,3077745,800000,10.58
1788926401,25,2899970,2970463,1034875,7.29
1788926431,20,2481741,3075640,800008,5.82
1788926461,39,2882897,2900029,2846757,4.82
1788926491,13,2326737,3063673,800000,4.33
1788926521,18,2900000,3100000,800000,6.31
1788926551,14,3100000,3228592,800000,8.30
1788926581,19,3091104,3100031,800000,9.79
1788926611,20,3062912,3100031,800000,11.24
1788926641,17,2899970,3062095,800000,11.84
1788926672,17,2390641,2899970,800000,11.35
1788926702,12,1900712,2900000,800000,11.21
1788926732,41,2897869,2942164,2820816,11.23
1788926762,16,2900000,3096927,800000,10.65
1788926792,19,2900000,3100000,800000,12.27
1788926822,23,2900000,3100000,800000,12.75
1788926852,24,2508111,2991858,902007,15.30
1788926882,17,2897583,2900000,800000,14.00
1788926912,19,2591447,3100000,800000,13.51
1788926942,13,2079192,2685079,800000,12.22
1788926972,16,2900000,3255859,800000,15.04
1788927003,15,2242765,3100000,800000,13.92
1788927033,34,2900000,2900302,2897187,11.35
1788927063,35,2899939,2900058,2700000,8.42
1788927093,7,2144975,2861217,800000,5.98
1788927123,12,2851759,3100000,800000,5.28
1788927153,40,2764708,2900000,2642661,5.37
1788927183,18,2416560,3036634,800000,5.32
1788927213,18,2816729,3126855,800000,6.17
1788927243,17,2700000,3400000,800000,5.37
1788927273,34,2899970,2900058,2881049,6.10
1788927303,20,2712945,2952074,800000,5.18
1788927333,13,2900000,3100000,800000,4.91
1788927364,6,3097290,3100000,800000,5.74
1788927394,13,2886961,3065045,800000,4.22
1788927424,18,2982435,3256972,800000,4.55
1788927454,14,2891147,3100000,800000,8.03
1788927484,16,2588161,3063726,800000,7.91
1788927514,10,3049558,3100000,800000,6.25
1788927544,16,2880023,3082207,800000,6.32
1788927574,17,2507216,2900000,800000,6.62
1788927604,21,2612806,2914439,800011,7.26
1788927634,18,2420257,3112731,800000,7.12
1788927664,35,2893295,3093260,2617876,6.05
1788927695,16,2686150,3092726,800000,5.19
1788927725,37,2884223,2900029,2620264,4.36
1788927755,35,2897314,3088808,2582762,3.63
1788927785,31,2898090,2906904,2497931,4.93
1788927815,16,2900000,3100031,800000,6.55
1788927845,29,2900000,3086128,2591098,5.53
1788927875,12,1994750,3100031,800000,5.24
1788927905,27,2767984,2948832,2072127,12.16
1788927935,13,2957331,3052997,800000,8.40
1788927965,17,2200000,2871314,800000,5.71
1788927995,16,1794059,2879425,800000,9.58
1788928026,9,3046369,3347050,800000,8.18
1788928056,22,2900000,3397694,800000,7.69
1788928086,28,2899971,3053767,2262130,7.85
1788928116,8,2914831,3393818,800000,6.57
1788928146,16,3073398,3100031,800000,5.56
1788928176,22,2687872,2880533,800037,4.52
1788928206,16,2849713,3100000,800000,3.56
1788928236,35,2899970,3042271,2752054,3.29
1788928266,37,2899901,2900029,2766914,6.62
1788928296,9,2515137,3064045,800000,6.65
1788928326,13,2968697,3100000,800000,9.07
1788928356,16,2495137,3398247,800000,8.17
1788928387,37,2894193,2907493,2865615,8.63
1788928417,16,2392972,2900000,800000,7.97
1788928447,13,2000000,3085853,800000,6.83
1788928477,22,2892459,3071119,800000,5.26
1788928507,32,2895766,2900000,2650337,5.54
1788928537,30,2425090,2892289,1300000,4.93
1788928567,22,2698477,2987610,800000,4.04
1788928597,12,2900000,3328764,800000,4.75
1788928627,15,2900000,3100031,800000,5.65
1788928657,11,2507565,3341408,800000,5.75
1788928687,10,2781635,3099968,800000,7.87
1788928717,37,2900000,2900029,2899911,8.15
1788928748,24,2851583,2964623,999986,7.69
1788928778,28,2801645,3100000,1597717,8.73
1788928808,19,2861329,3400000,808764,9.19
1788928838,19,2461682,2900000,800000,9.15
1788928868,17,2875539,3100000,800000,9.58
1788928898,20,2899970,2900000,800000,13.14
1788928928,29,2900000,2900029,2600000,15.52
1788928958,19,2900000,3099968,800000,17.03
1788928988,27,2899948,2900028,1752586,16.70
1788929018,42,2899971,2979057,2899970,17.01
1788929048,7,1639943,2395678,800000,14.86
1788929078,11,1882751,2912572,800000,11.50
1788929109,23,2856696,3057446,831307,10.37
1788929139,28,2746864,3003132,1875169,17.92
1788929169,16,2900000,3100000,800000,14.04
1788929199,24,2878374,2900029,800000,12.91
1788929229,6,1900000,3100000,800000,15.58
1788929259,15,2981745,3100031,800000,10.60
1788929289,11,2852801,2900588,800000,12.99
1788929319,37,2846817,2900029,2598225,9.35
1788929349,15,2826645,2965386,800000,6.85
1788929379,32,2685795,2900000,2313488,5.35
1788929409,34,2748936,2900000,2300000,8.21
1788929439,33,2877209,2915104,2647169,6.17
1788929470,37,2850533,2900029,2396031,7.20
1788929500,31,2899970,2900029,2446428,7.15
1788929530,15,3058783,3378221,800000,10.10
1788929560,18,3073388,3127761,800000,8.24
1788929590,6,3077108,3100000,800000,14.97
1788929620,12,3032351,3099968,800000,11.23
1788929650,9,2862414,3014034,800000,9.39
1788929680,21,2900000,3100000,800000,7.40
1788929710,1,3395897,3395897,800000,5.95
1788929740,8,1899218,2805231,800000,5.06
1788929771,5,1584294,2900029,800000,5.28
1788929801,4,1673913,2206098,800000,4.15
1788929831,25,2863325,2910069,1125189,3.47
1788929861,17,2624124,2881537,800000,6.18
1788929891,13,2459587,3068668,800000,4.73
1788929921,9,1896960,2900029,800000,4.62
1788929951,15,2723531,3099968,800000,5.60
1788929981,18,2492537,3100031,800000,5.98
1788930011,15,2873224,3088092,800000,5.79
1788930041,22,2900000,3099968,800117,10.73
1788930071,40,2899942,3078410,2868738,8.79
1788930102,29,2900000,2900040,2626293,7.01
1788930132,18,2816465,3073012,800000,5.14
1788930162,16,2605275,3053109,800000,4.97
1788930192,28,2457954,2949162,1200000,4.34
1788930222,14,3011489,3087533,800000,3.71
1788930252,14,2897584,3100000,800000,5.47
1788930282,18,2899970,2924832,800000,8.20
1788930312,10,1400000,3400000,800000,7.24
1788930342,6,2900000,3099968,800000,5.88
1788930372,6,2437320,3049532,800000,5.85
1788930403,9,2796315,2897976,800000,4.90
1788930433,6,1610448,2039560,800000,3.99
1788930463,25,2330987,2909764,1064000,5.96
1788930493,33,2873743,2900077,2477420,12.63
1788930523,9,2129209,3100000,800000,13.28
1788930553,14,2154679,3100031,800000,9.89
1788930583,26,2898033,2900029,1855187,8.60
1788930613,5,2900000,3100000,800000,6.86
1788930643,19,2900000,3100000,800000,7.81
1788930673,34,2899970,2900029,2573745,10.08
1788930703,11,2908733,3097894,800000,15.27
1788930734,20,2283462,2900000,800550,11.42
1788930764,21,2889625,3000408,800000,15.50
1788930794,19,2131216,3054734,800000,12.45
1788930824,17,2646411,3100000,800000,11.45
1788930854,37,2900000,2961950,2900000,10.94
1788930884,9,2074484,3064839,800000,11.06
1788930914,16,2500000,2900000,800000,8.38
1788930944,15,3052815,3093683,800000,13.38
1788930974,14,2679110,3100000,800000,10.66
1788931004,32,2714923,2900030,1277457,9.47
1788931034,14,2487662,2879288,800000,7.82
1788931065,21,2831789,2900000,800000,8.44
1788931095,19,2907021,3094159,800000,8.57
1788931125,15,2387175,3095393,800000,9.90
1788931155,31,2914033,3100000,2500000,10.65
1788931185,20,2987113,3399965,800000,12.07
1788931215,21,2900000,3100000,800000,11.14
1788931245,30,2883104,3087466,2513200,11.72
1788931275,25,2874613,3045721,1400130,11.32
1788931305,16,1558792,2800000,800000,9.25
1788931335,26,2704414,2899970,1395580,8.15
1788931365,17,2900070,3100000,800000,7.35
1788931395,24,2899970,2900029,893687,9.53
1788931426,12,2159509,2900000,800000,11.00
1788931456,11,2900000,3100000,800000,14.19
1788931486,22,2452794,3099968,800000,12.01
1788931516,14,2778162,2935059,800000,14.41
1788931546,20,2783163,2916218,800000,11.30
1788931576,17,2195809,2899970,800000,9.64
1788931606,37,2865740,2900029,2606018,8.67
1788931636,10,2000020,3100000,800000,9.80
1788931666,14,2900000,3100000,800000,11.03
1788931696,20,2847984,3100031,800000,11.71
1788931726,17,2906499,3100000,800000,10.89
1788931757,10,2205271,2900000,800000,10.68
1788931787,31,2900000,2900029,2632476,9.37
1788931817,17,2828033,2900000,800000,8.93
1788931847,48,2746741,2900000,2746741,8.77
1788931877,27,2793071,2899970,1400000,8.11
1788931907,17,2891842,2900000,800000,10.36
1788931937,18,2900029,3100031,800000,13.57
1788931967,34,2900029,3100000,2899970,13.87
1788931997,18,2693746,2964996,800000,13.65
1788932027,22,2885933,2900000,800000,13.45
1788932057,21,2891939,2959684,800000,18.74
1788932087,13,2900029,3100000,800000,15.70
1788932118,19,2887332,3037956,869953,13.36
1788932148,24,2536440,3000000,1000000,12.56
1788932178,19,2866753,3031209,800000,11.93
1788932208,39,2813796,2900029,2699211,12.45
1788932238,13,2483669,3100000,800000,13.09
1788932268,14,1681122,3099922,800000,12.86
1788932298,18,2368283,2900029,800000,12.95
1788932328,15,2726877,3100000,800000,12.17
1788932358,31,2899970,3094804,2660075,17.35
1788932388,11,3094613,3100000,800000,12.68
1788932418,28,2900000,2900029,2418939,11.01
1788932448,25,2898045,2900000,1568571,8.50
1788932479,36,2900000,3093577,2887219,11.28
1788932509,24,2856062,3068161,865480,9.14
1788932539,39,2899970,2916630,2829486,6.86
1788932569,16,2092363,2826110,800000,12.75
1788932599,19,2845683,3006414,800000,9.84
1788932629,23,2836066,3015520,800418,12.48
1788932659,17,2885140,3358392,800000,10.69
1788932689,7,1904428,2900000,800000,9.71
1788932719,9,2664882,3100000,800000,7.29
1788932749,17,2900000,3099968,800000,9.96
1788932779,20,2899941,3055102,800073,9.29
1788932809,11,2799408,3168264,800000,8.03
1788932840,10,2481385,3068188,800000,8.45
1788932870,6,1700000,3069292,800000,7.42
1788932900,10,2601877,3100000,800000,6.39
1788932930,13,1778393,2640000,800000,4.66
1788932960,10,1800000,3100000,800000,4.82
1788932990,22,2821789,2900000,801032,5.80
1788933020,30,2898063,2900063,2500000,5.57
1788933050,23,2765116,2900028,810390,5.48
1788933080,15,3067633,3100000,800000,16.51
1788933110,9,2281318,3100031,800000,12.58
1788933140,8,2183106,3086961,800000,10.50
1788933171,27,2893956,3026766,1900000,11.21
1788933201,20,2866984,3070131,800000,11.74
1788933231,34,2835224,3096399,2700000,13.83
1788933261,16,2475045,3040893,800000,11.76
1788933291,41,2900000,3050562,2899970,10.36
1788933321,40,2899970,2921122,2896324,13.06
1788933351,18,2900000,3070011,800000,11.95
1788933381,25,2857379,2900029,1480692,9.85
1788933411,25,2785601,2900029,1300000,12.97
1788933441,26,2592440,2964608,1199987,12.94
1788933471,11,2100000,3012448,800000,10.18
1788933501,31,2888239,2900029,1833333,9.02
1788933531,23,2874744,2900000,905271,9.60
1788933562,17,2867008,3100000,800000,8.51
1788933592,19,2878093,3084250,800000,9.02
1788933622,24,2899962,2900028,823049,9.33
1788933652,16,1822068,3021816,800000,7.52
1788933682,16,2669656,3059686,800000,7.52
1788933712,16,2245347,2889504,800000,7.41
1788933742,16,2103404,2950116,800000,7.17
1788933772,27,2872750,3100031,1120634,6.73
1788933802,15,1369960,3100000,800000,6.40
1788933832,6,3087649,3100000,800000,6.64
1788933863,35,2447951,2900000,1794025,7.15
1788933893,14,2422505,3100000,800000,8.29
1788933923,22,2900038,3100000,800000,14.87
1788933953,27,2843634,2900000,2083549,14.10
1788933983,41,2708527,2900029,2536967,14.85
1788934013,46,2748844,2900000,2636147,12.09
1788934043,29,2887288,3052143,2111004,10.52
1788934073,48,2493455,2900000,2493455,9.41
1788934103,18,3105544,3373957,800000,13.70
1788934133,20,2899970,2924942,800000,13.31
1788934163,21,2878795,3009342,800016,17.42
1788934193,9,2900000,2970012,800000,15.17
1788934223,40,2874453,2904264,2800246,13.62
1788934254,30,2898030,2900029,2618348,13.38
1788934284,25,2766658,2892248,1590073,14.25
1788934314,25,2857650,3057330,1288019,13.61
1788934344,17,2197497,2900000,800025,11.83
1788934374,41,2851674,2900000,2779178,9.30
1788934404,37,2894702,2900029,2650000,9.64
1788934434,21,2900000,3100000,800000,17.49
1788934464,12,1621141,2900000,800000,17.12
1788934494,11,1467788,2900000,800000,15.07
1788934524,16,2888194,3100000,800000,23.12
1788934554,13,2425263,2954945,800000,25.56
1788934584,18,2660896,3038024,800000,18.25
1788934615,16,2402387,2862339,800000,12.96
1788934645,17,2229189,2500000,800000,9.81
1788934675,16,2899941,3100000,800000,8.16
1788934705,20,2785646,3120914,800000,8.00
1788934735,37,2899970,2900028,2823591,8.24
1788934765,6,1493429,2400000,800000,6.92
1788934795,14,2468957,3387998,800000,10.40
1788934825,19,2902656,3069589,800000,8.30
1788934855,30,2702186,3079116,2178319,6.58
1788934885,20,2321297,2894533,800000,5.38
1788934915,20,2981673,3093418,800000,5.16
1788934946,9,2899970,3099968,800000,5.87
1788934976,20,2864485,3081530,800010,15.05
1788935006,13,2669311,3183298,800000,11.09
1788935036,7,2000000,2900000,800000,8.18
1788935066,25,2897784,3097862,1300000,7.45
1788935096,15,2292559,2909663,800000,5.88
1788935126,22,2522023,2900000,800000,4.62
1788935156,20,2754759,2900000,800000,4.17
1788935186,19,2192241,2899970,800000,4.07
1788935216,22,2333912,3035635,800000,7.40
1788935246,37,2900000,2940474,2828786,9.81
1788935277,41,2899971,2900029,2899970,9.27
1788935307,21,2646701,2899854,800000,7.13
1788935337,17,2880746,3021699,800000,9.82
1788935367,3,1804775,1804775,800000,8.09
1788935397,37,2894761,2900243,2824391,5.87
1788935427,16,2777602,3095620,800000,5.04
1788935457,30,2503511,2900000,1804972,5.47
1788935487,17,2777448,3041540,800000,4.17
1788935517,33,2888567,2900000,2414030,5.47
1788935547,15,1758989,3100000,800000,6.16
1788935577,22,2692533,2900000,800017,7.05
