Running walthread1 for 20 seconds...
Thread 17 says: 40 checkpoints
Thread 16 says: 156 iterations
Thread 15 says: 143 iterations
Thread 14 says: 172 iterations
Thread 13 says: 176 iterations
Thread 12 says: 159 iterations
Thread 11 says: 149 iterations
Thread 10 says: 171 iterations
Thread 9 says: 176 iterations
Thread 8 says: 174 iterations
Thread 7 says: 151 iterations
Thread 6 says: 165 iterations
Thread 5 says: 176 iterations
Thread 4 says: 197 iterations
Thread 3 says: 178 iterations
Thread 2 says: 152 iterations
Thread 1 says: 190 iterations
0 errors out of 1 tests
