Running walthread1 for 20 seconds...
Thread 17 says: 40 checkpoints
Thread 16 says: 172 iterations
Thread 15 says: 149 iterations
Thread 14 says: 157 iterations
Thread 13 says: 181 iterations
Thread 12 says: 157 iterations
Thread 11 says: 160 iterations
Thread 10 says: 186 iterations
Thread 9 says: 163 iterations
Thread 8 says: 172 iterations
Thread 7 says: 177 iterations
Thread 6 says: 174 iterations
Thread 5 says: 196 iterations
Thread 4 says: 176 iterations
Thread 3 says: 174 iterations
Thread 2 says: 175 iterations
Thread 1 says: 167 iterations
0 errors out of 1 tests
