app,config,hash,memory_access_sites,tsan_calls_total,sha256,build_seconds
mysql,orig,f3deebfbab60,0,0,ae0ce593b65cf1b914ef2c8fb176454ee1b5f86bfb95a0154e90193d456cc164,443
mysql,tsan,f3deebfbab60,602434,1222518,90c3ce3fdbe2517f1423226206feefdd9968df89e9a8704ac61a2996fd879cd5,432
mysql,tsan-nofe,f3deebfbab60,600722,654681,415dae72c09e91836d0807248313c5576c85c37a2dc5abfcb8b7c09774446074,415
mysql,tsan-dom_peeling-ea-lo-st-swmr-nofe,f3deebfbab60,636981,695294,6335d1a31b1a908f530b2e915ff378d03aec785d5642c1a40031cfca2beed9c2,426
