Running walthread1 for 20 seconds...
Thread 17 says: 40 checkpoints
Thread 16 says: 159 iterations
Thread 15 says: 167 iterations
Thread 14 says: 178 iterations
Thread 13 says: 169 iterations
Thread 12 says: 169 iterations
Thread 11 says: 150 iterations
Thread 10 says: 181 iterations
Thread 9 says: 149 iterations
Thread 8 says: 176 iterations
Thread 7 says: 161 iterations
Thread 6 says: 161 iterations
Thread 5 says: 193 iterations
Thread 4 says: 146 iterations
Thread 3 says: 168 iterations
Thread 2 says: 165 iterations
Thread 1 says: 185 iterations
0 errors out of 1 tests
