Running walthread1 for 20 seconds...
Thread 49 says: 40 checkpoints
Thread 48 says: 154 iterations
Thread 47 says: 161 iterations
Thread 46 says: 119 iterations
Thread 45 says: 123 iterations
Thread 44 says: 124 iterations
Thread 43 says: 111 iterations
Thread 42 says: 105 iterations
Thread 41 says: 106 iterations
Thread 40 says: 129 iterations
Thread 39 says: 103 iterations
Thread 38 says: 85 iterations
Thread 37 says: 106 iterations
Thread 36 says: 112 iterations
Thread 35 says: 131 iterations
Thread 34 says: 108 iterations
Thread 33 says: 120 iterations
Thread 32 says: 114 iterations
Thread 31 says: 89 iterations
Thread 30 says: 128 iterations
Thread 29 says: 105 iterations
Thread 28 says: 131 iterations
Thread 27 says: 89 iterations
Thread 26 says: 106 iterations
Thread 25 says: 105 iterations
Thread 24 says: 130 iterations
Thread 23 says: 163 iterations
Thread 22 says: 114 iterations
Thread 21 says: 117 iterations
Thread 20 says: 104 iterations
Thread 19 says: 123 iterations
Thread 18 says: 125 iterations
Thread 17 says: 101 iterations
Thread 16 says: 124 iterations
Thread 15 says: 101 iterations
Thread 14 says: 103 iterations
Thread 13 says: 127 iterations
Thread 12 says: 117 iterations
Thread 11 says: 118 iterations
Thread 10 says: 112 iterations
Thread 9 says: 119 iterations
Thread 8 says: 93 iterations
Thread 7 says: 121 iterations
Thread 6 says: 95 iterations
Thread 5 says: 125 iterations
Thread 4 says: 88 iterations
Thread 3 says: 120 iterations
Thread 2 says: 111 iterations
Thread 1 says: 121 iterations
0 errors out of 1 tests
