Running walthread1 for 20 seconds...
Thread 33 says: 40 checkpoints
Thread 32 says: 154 iterations
Thread 31 says: 168 iterations
Thread 30 says: 238 iterations
Thread 29 says: 155 iterations
Thread 28 says: 199 iterations
Thread 27 says: 165 iterations
Thread 26 says: 167 iterations
Thread 25 says: 142 iterations
Thread 24 says: 160 iterations
Thread 23 says: 174 iterations
Thread 22 says: 176 iterations
Thread 21 says: 150 iterations
Thread 20 says: 163 iterations
Thread 19 says: 195 iterations
Thread 18 says: 204 iterations
Thread 17 says: 159 iterations
Thread 16 says: 169 iterations
Thread 15 says: 175 iterations
Thread 14 says: 147 iterations
Thread 13 says: 140 iterations
Thread 12 says: 128 iterations
Thread 11 says: 193 iterations
Thread 10 says: 152 iterations
Thread 9 says: 175 iterations
Thread 8 says: 186 iterations
Thread 7 says: 162 iterations
Thread 6 says: 158 iterations
Thread 5 says: 133 iterations
Thread 4 says: 165 iterations
Thread 3 says: 164 iterations
Thread 2 says: 173 iterations
Thread 1 says: 123 iterations
0 errors out of 1 tests
