Running walthread1 for 20 seconds...
Thread 9 says: 40 checkpoints
Thread 8 says: 298 iterations
Thread 7 says: 357 iterations
Thread 6 says: 329 iterations
Thread 5 says: 333 iterations
Thread 4 says: 338 iterations
Thread 3 says: 314 iterations
Thread 2 says: 327 iterations
Thread 1 says: 333 iterations
0 errors out of 1 tests
