Running walthread1 for 20 seconds...
Thread 17 says: 40 checkpoints
Thread 16 says: 297 iterations
Thread 15 says: 328 iterations
Thread 14 says: 269 iterations
Thread 13 says: 269 iterations
Thread 12 says: 284 iterations
Thread 11 says: 288 iterations
Thread 10 says: 270 iterations
Thread 9 says: 248 iterations
Thread 8 says: 305 iterations
Thread 7 says: 233 iterations
Thread 6 says: 309 iterations
Thread 5 says: 244 iterations
Thread 4 says: 260 iterations
Thread 3 says: 244 iterations
Thread 2 says: 299 iterations
Thread 1 says: 277 iterations
0 errors out of 1 tests
