app,config,hash,memory_access_sites,tsan_calls_total,sha256,build_seconds
redis,orig,f3deebfbab60,0,0,bd76b819aa69e28a8be01192a76cf366625b6aaceca74b6ca42a16a556a561fa,4
redis,tsan,f3deebfbab60,37922,45186,9d894f73ef0f7bcc1139e8f50a94e97c835c67bb8f6f9b67caf4492356bf20d2,5
redis,tsan-dom_peeling-ea-lo-st-swmr,f3deebfbab60,43272,50591,de156138513ab41c7b9e60072c234e15eb6d04d56ab56132c497887517cc75a9,6
redis,tsan-stmt,f3deebfbab60,37863,45126,99bbbf6443060864ab928dfbbde1cf3622c9fbbfe7387e3b46b0b4494f24efa8,5
redis,tsan-dom_peeling-ea-lo-st-swmr-stmt,f3deebfbab60,43248,50566,e88f318c92a2b507f527e793af74632bf208fbf6893213a740e192afe35a2e8e,7
