app,config,hash,memory_access_sites,tsan_calls_total,sha256,build_seconds
redis,orig,f3deebfbab60,0,0,89ddabb2cd05580b52cb52593d544befb0100e02d3d06909087c44d1d2d76447,21
redis,tsan,f3deebfbab60,37922,45186,84274d211e1696029fab5f39d64f88c6211bb2d427d731a8345eb7e75fcc64a0,8
redis,tsan-nofe,f3deebfbab60,37933,38977,d139757a68a804d38782250275f719f907648c24ecb7c15d4d029be92ba50dfb,5
redis,tsan-sound,f3deebfbab60,37588,44814,778eab16680e47b31db19cfc0d691fd01cf0d2499628746fcdeda00943713870,6
redis,tsan-sound-nofe,f3deebfbab60,37600,38607,a55efcf7a5ce1a111084c709d7b5a90b13a23c59283ce3c67aebb11d384a5705,5
redis,tsan-dom_peeling-ea-lo-st-swmr,f3deebfbab60,43272,50591,b94fab3adf74f2e7774ae3865b2e6a0ad4e94b3fb6f7291c633adf9f5111f9d4,8
redis,tsan-dom_peeling-ea-lo-st-swmr-nofe,f3deebfbab60,43287,44387,0d8b7c15f2f40b83eedf70080bf7e7f9c86f8a8f3b66ab47310993be99a0b4f4,8
redis,tsan-dom_peeling-ea-lo-st-swmr-stmt-nofe,f3deebfbab60,43265,44365,5d21d76bf2f26ebc6ad2efe6ca5a418370b0fb5d9f8190247e1830b7eb53a6fc,8
