Running walthread1 for 20 seconds...
Thread 17 says: 40 checkpoints
Thread 16 says: 152 iterations
Thread 15 says: 170 iterations
Thread 14 says: 169 iterations
Thread 13 says: 166 iterations
Thread 12 says: 133 iterations
Thread 11 says: 183 iterations
Thread 10 says: 150 iterations
Thread 9 says: 178 iterations
Thread 8 says: 166 iterations
Thread 7 says: 168 iterations
Thread 6 says: 176 iterations
Thread 5 says: 188 iterations
Thread 4 says: 186 iterations
Thread 3 says: 164 iterations
Thread 2 says: 167 iterations
Thread 1 says: 190 iterations
0 errors out of 1 tests
