Running walthread1 for 20 seconds...
Thread 17 says: 40 checkpoints
Thread 16 says: 306 iterations
Thread 15 says: 376 iterations
Thread 14 says: 282 iterations
Thread 13 says: 328 iterations
Thread 12 says: 312 iterations
Thread 11 says: 307 iterations
Thread 10 says: 346 iterations
Thread 9 says: 298 iterations
Thread 8 says: 361 iterations
Thread 7 says: 309 iterations
Thread 6 says: 311 iterations
Thread 5 says: 329 iterations
Thread 4 says: 323 iterations
Thread 3 says: 314 iterations
Thread 2 says: 297 iterations
Thread 1 says: 278 iterations
0 errors out of 1 tests
