Running walthread1 for 20 seconds...
Thread 33 says: 40 checkpoints
Thread 32 says: 185 iterations
Thread 31 says: 171 iterations
Thread 30 says: 164 iterations
Thread 29 says: 150 iterations
Thread 28 says: 182 iterations
Thread 27 says: 139 iterations
Thread 26 says: 148 iterations
Thread 25 says: 183 iterations
Thread 24 says: 108 iterations
Thread 23 says: 167 iterations
Thread 22 says: 145 iterations
Thread 21 says: 181 iterations
Thread 20 says: 163 iterations
Thread 19 says: 177 iterations
Thread 18 says: 158 iterations
Thread 17 says: 165 iterations
Thread 16 says: 141 iterations
Thread 15 says: 176 iterations
Thread 14 says: 176 iterations
Thread 13 says: 152 iterations
Thread 12 says: 154 iterations
Thread 11 says: 134 iterations
Thread 10 says: 168 iterations
Thread 9 says: 154 iterations
Thread 8 says: 180 iterations
Thread 7 says: 154 iterations
Thread 6 says: 163 iterations
Thread 5 says: 143 iterations
Thread 4 says: 140 iterations
Thread 3 says: 172 iterations
Thread 2 says: 179 iterations
Thread 1 says: 160 iterations
0 errors out of 1 tests
