config,test,n,median,mean,sd
orig,ops_sec,5,6299851.6,6282633.286,80584.37822546223
orig,_latency_ms,5,1.26999,1.272348,0.008744430799085764
tsan,ops_sec,5,1216388.5,1219734.906,86975.1842132791
tsan,_latency_ms,5,6.86688,6.833629999999999,0.4784917233348974
tsan-dom_peeling-ea-lo-st-swmr,ops_sec,5,1292472.68,1279740.614,71562.96792568157
tsan-dom_peeling-ea-lo-st-swmr,_latency_ms,5,6.43476,6.501178,0.355777847848907
tsan-dom_peeling-ea-lo-st-swmr-stmt,ops_sec,5,1192034.2,1204741.092,56833.142563315254
tsan-dom_peeling-ea-lo-st-swmr-stmt,_latency_ms,5,7.03132,6.907694,0.31639326435624404
tsan-stmt,ops_sec,5,1184459.34,1207989.266,71841.43676505241
tsan-stmt,_latency_ms,5,7.08358,6.974474,0.3597542041171998
