Running walthread1 for 20 seconds...
Thread 33 says: 40 checkpoints
Thread 32 says: 145 iterations
Thread 31 says: 157 iterations
Thread 30 says: 149 iterations
Thread 29 says: 172 iterations
Thread 28 says: 165 iterations
Thread 27 says: 139 iterations
Thread 26 says: 185 iterations
Thread 25 says: 163 iterations
Thread 24 says: 168 iterations
Thread 23 says: 162 iterations
Thread 22 says: 170 iterations
Thread 21 says: 163 iterations
Thread 20 says: 149 iterations
Thread 19 says: 161 iterations
Thread 18 says: 175 iterations
Thread 17 says: 146 iterations
Thread 16 says: 208 iterations
Thread 15 says: 154 iterations
Thread 14 says: 166 iterations
Thread 13 says: 181 iterations
Thread 12 says: 152 iterations
Thread 11 says: 157 iterations
Thread 10 says: 109 iterations
Thread 9 says: 191 iterations
Thread 8 says: 136 iterations
Thread 7 says: 149 iterations
Thread 6 says: 137 iterations
Thread 5 says: 195 iterations
Thread 4 says: 171 iterations
Thread 3 says: 174 iterations
Thread 2 says: 156 iterations
Thread 1 says: 156 iterations
0 errors out of 1 tests
