config,test,n,median,mean,sd
orig,h264_libx264,5,20.77,20.792,0.06942621983083895
orig,copy_passthrough,5,0.14,0.14,0.0
orig,mjpeg,5,3.56,3.548,0.030331501776206228
orig,h265_libx265,5,30.11,30.06,0.13982131454109495
tsan,h264_libx264,5,27.22,27.286,0.15614096195425517
tsan,copy_passthrough,5,0.82,0.816,0.005477225575051605
tsan,mjpeg,5,17.49,17.462,0.060991802727907725
tsan,h265_libx265,5,40.23,40.224,0.14046351839534707
tsan-dom_peeling-ea-lo-st-swmr,h264_libx264,5,27.22,27.216,0.14774978849392728
tsan-dom_peeling-ea-lo-st-swmr,copy_passthrough,5,0.8,0.804,0.005477225575051666
tsan-dom_peeling-ea-lo-st-swmr,mjpeg,5,13.99,13.996,0.15192103211866362
tsan-dom_peeling-ea-lo-st-swmr,h265_libx265,5,40.35,40.302,0.11562871615649788
tsan-stmt,h264_libx264,5,27.39,27.496,0.36521226704479637
tsan-stmt,copy_passthrough,5,0.52,0.526,0.021908902300206663
tsan-stmt,mjpeg,5,17.69,17.720000000000002,0.1862793601019719
tsan-stmt,h265_libx265,5,40.23,40.236,0.13221195104830477
