Running walthread1 for 20 seconds...
Thread 49 says: 40 checkpoints
Thread 48 says: 121 iterations
Thread 47 says: 99 iterations
Thread 46 says: 111 iterations
Thread 45 says: 103 iterations
Thread 44 says: 123 iterations
Thread 43 says: 128 iterations
Thread 42 says: 111 iterations
Thread 41 says: 133 iterations
Thread 40 says: 101 iterations
Thread 39 says: 115 iterations
Thread 38 says: 105 iterations
Thread 37 says: 101 iterations
Thread 36 says: 107 iterations
Thread 35 says: 112 iterations
Thread 34 says: 99 iterations
Thread 33 says: 115 iterations
Thread 32 says: 96 iterations
Thread 31 says: 144 iterations
Thread 30 says: 93 iterations
Thread 29 says: 120 iterations
Thread 28 says: 142 iterations
Thread 27 says: 113 iterations
Thread 26 says: 115 iterations
Thread 25 says: 107 iterations
Thread 24 says: 98 iterations
Thread 23 says: 118 iterations
Thread 22 says: 88 iterations
Thread 21 says: 111 iterations
Thread 20 says: 91 iterations
Thread 19 says: 129 iterations
Thread 18 says: 141 iterations
Thread 17 says: 94 iterations
Thread 16 says: 108 iterations
Thread 15 says: 111 iterations
Thread 14 says: 117 iterations
Thread 13 says: 109 iterations
Thread 12 says: 129 iterations
Thread 11 says: 120 iterations
Thread 10 says: 115 iterations
Thread 9 says: 115 iterations
Thread 8 says: 127 iterations
Thread 7 says: 93 iterations
Thread 6 says: 132 iterations
Thread 5 says: 123 iterations
Thread 4 says: 103 iterations
Thread 3 says: 111 iterations
Thread 2 says: 128 iterations
Thread 1 says: 143 iterations
0 errors out of 1 tests
