config,test,n,median,mean,sd
orig,ops_sec,5,5227092.36,5228993.448,130697.00267784964
orig,_latency_ms,5,1.564,1.557058,0.018074764728759265
tsan,ops_sec,5,874723.24,872544.92,18185.230304231758
tsan,_latency_ms,5,8.80494,8.831834,0.19779573587415844
tsan-dom_peeling-ea-lo-st-swmr,ops_sec,5,895070.72,889472.256,22013.892479312475
tsan-dom_peeling-ea-lo-st-swmr,_latency_ms,5,8.53376,8.638501999999999,0.23708112687432598
tsan-dom_peeling-ea-lo-st-swmr-stmt,ops_sec,5,905717.52,905564.1,4831.189395609514
tsan-dom_peeling-ea-lo-st-swmr-stmt,_latency_ms,5,8.51513,8.489866,0.05405736240328418
tsan-stmt,ops_sec,5,891041.07,874542.066,30863.270173956465
tsan-stmt,_latency_ms,5,8.64048,8.817162,0.3008261203253468
