Running walthread1 for 20 seconds...
Thread 33 says: 40 checkpoints
Thread 32 says: 158 iterations
Thread 31 says: 145 iterations
Thread 30 says: 178 iterations
Thread 29 says: 157 iterations
Thread 28 says: 186 iterations
Thread 27 says: 171 iterations
Thread 26 says: 215 iterations
Thread 25 says: 156 iterations
Thread 24 says: 175 iterations
Thread 23 says: 145 iterations
Thread 22 says: 166 iterations
Thread 21 says: 136 iterations
Thread 20 says: 161 iterations
Thread 19 says: 145 iterations
Thread 18 says: 136 iterations
Thread 17 says: 167 iterations
Thread 16 says: 169 iterations
Thread 15 says: 136 iterations
Thread 14 says: 142 iterations
Thread 13 says: 202 iterations
Thread 12 says: 169 iterations
Thread 11 says: 197 iterations
Thread 10 says: 150 iterations
Thread 9 says: 154 iterations
Thread 8 says: 131 iterations
Thread 7 says: 131 iterations
Thread 6 says: 160 iterations
Thread 5 says: 179 iterations
Thread 4 says: 162 iterations
Thread 3 says: 192 iterations
Thread 2 says: 162 iterations
Thread 1 says: 155 iterations
0 errors out of 1 tests
