Running walthread1 for 20 seconds...
Thread 11 says: 40 checkpoints
Thread 10 says: 260 iterations
Thread 9 says: 292 iterations
Thread 8 says: 291 iterations
Thread 7 says: 251 iterations
Thread 6 says: 283 iterations
Thread 5 says: 271 iterations
Thread 4 says: 294 iterations
Thread 3 says: 286 iterations
Thread 2 says: 265 iterations
Thread 1 says: 268 iterations
0 errors out of 1 tests
