Running walthread1 for 20 seconds...
Thread 17 says: 40 checkpoints
Thread 16 says: 276 iterations
Thread 15 says: 293 iterations
Thread 14 says: 274 iterations
Thread 13 says: 341 iterations
Thread 12 says: 269 iterations
Thread 11 says: 296 iterations
Thread 10 says: 278 iterations
Thread 9 says: 295 iterations
Thread 8 says: 311 iterations
Thread 7 says: 321 iterations
Thread 6 says: 304 iterations
Thread 5 says: 307 iterations
Thread 4 says: 343 iterations
Thread 3 says: 290 iterations
Thread 2 says: 344 iterations
Thread 1 says: 319 iterations
0 errors out of 1 tests
