Running walthread1 for 20 seconds...
Thread 33 says: 40 checkpoints
Thread 32 says: 178 iterations
Thread 31 says: 188 iterations
Thread 30 says: 160 iterations
Thread 29 says: 175 iterations
Thread 28 says: 153 iterations
Thread 27 says: 160 iterations
Thread 26 says: 182 iterations
Thread 25 says: 125 iterations
Thread 24 says: 131 iterations
Thread 23 says: 151 iterations
Thread 22 says: 169 iterations
Thread 21 says: 185 iterations
Thread 20 says: 167 iterations
Thread 19 says: 162 iterations
Thread 18 says: 155 iterations
Thread 17 says: 161 iterations
Thread 16 says: 161 iterations
Thread 15 says: 164 iterations
Thread 14 says: 157 iterations
Thread 13 says: 164 iterations
Thread 12 says: 175 iterations
Thread 11 says: 183 iterations
Thread 10 says: 165 iterations
Thread 9 says: 162 iterations
Thread 8 says: 144 iterations
Thread 7 says: 151 iterations
Thread 6 says: 169 iterations
Thread 5 says: 185 iterations
Thread 4 says: 158 iterations
Thread 3 says: 154 iterations
Thread 2 says: 180 iterations
Thread 1 says: 170 iterations
0 errors out of 1 tests
