config,test,n,median,mean,sd
orig,h264_libx264,5,36.37,36.47,0.3271849629796602
orig,copy_passthrough,5,0.14,0.14,0.0
orig,mjpeg,5,3.52,3.52,0.01581138830084191
orig,h265_libx265,5,31.72,31.726,0.12481987021303988
tsan,h264_libx264,5,45.6,45.696,0.3404849482723142
tsan,copy_passthrough,5,0.82,0.818,0.013038404810405253
tsan,mjpeg,5,21.03,21.02,0.07810249675906715
tsan,h265_libx265,5,43.18,43.408,0.4105727706509523
tsan-dom_peeling-ea-lo-st-swmr,h264_libx264,5,45.64,45.728,0.3472319109759354
tsan-dom_peeling-ea-lo-st-swmr,copy_passthrough,5,0.8,0.802,0.008366600265340763
tsan-dom_peeling-ea-lo-st-swmr,mjpeg,5,20.79,20.776,0.1537205256301189
tsan-dom_peeling-ea-lo-st-swmr,h265_libx265,5,43.04,43.056,0.05683308895353286
tsan-stmt,h264_libx264,5,45.86,45.874,0.20329781110479292
tsan-stmt,copy_passthrough,5,0.52,0.522,0.013038404810405309
tsan-stmt,mjpeg,5,21.49,21.552,0.20656718035544797
tsan-stmt,h265_libx265,5,43.22,43.148,0.21300234740490512
