config,test,n,median,mean,sd
orig,ops_sec,5,5435141.34,5487978.558,313717.9998753425
orig,_latency_ms,5,1.50448,1.507996,0.01523584031158116
tsan,ops_sec,5,1346628.54,1356562.028,24374.21091298075
tsan,_latency_ms,5,6.05729,6.001916,0.11696348716586709
tsan-dom_peeling-ea-lo-st-swmr,ops_sec,5,1353560.79,1358355.68,15847.8427022371
tsan-dom_peeling-ea-lo-st-swmr,_latency_ms,5,6.0326,6.021552,0.0598742901419299
tsan-dom_peeling-ea-lo-st-swmr-stmt,ops_sec,5,1343060.65,1351488.45,24918.521806641184
tsan-dom_peeling-ea-lo-st-swmr-stmt,_latency_ms,5,6.03756,6.046366,0.09695689031729506
tsan-stmt,ops_sec,5,1372699.9,1376670.608,11615.244219011063
tsan-stmt,_latency_ms,5,5.98971,5.977156,0.05979879413499895
