config,test,n,median,mean,sd
orig,ops_sec,5,7869002.13,7889447.268,168449.04296265988
orig,_latency_ms,5,1.06369,1.064598,0.006893454866755857
tsan,ops_sec,5,1736916.61,1749170.642,43121.508956247846
tsan,_latency_ms,5,4.65056,4.623036,0.08991700634474008
tsan-dom_peeling-ea-lo-st-swmr,ops_sec,5,1772896.55,1753812.49,38706.26927385349
tsan-dom_peeling-ea-lo-st-swmr,_latency_ms,5,4.57009,4.611864,0.1021124183437059
tsan-dom_peeling-ea-lo-st-swmr-stmt,ops_sec,5,1768025.88,1765664.602,28396.018520989324
tsan-dom_peeling-ea-lo-st-swmr-stmt,_latency_ms,5,4.59241,4.603782,0.07089342543564944
tsan-stmt,ops_sec,5,1757727.57,1759303.732,18604.6654432839
tsan-stmt,_latency_ms,5,4.63824,4.636052,0.05515691497899435
