app,key_level,key,tsan_runs_hit,tsan-dom_peeling-ea-lo-st-swmr_runs_hit,tsan-sound_runs_hit,tsan_runs,tsan-dom_peeling-ea-lo-st-swmr_runs,tsan-sound_runs
sqlite,1,data race | atomic read:walTryBeginRead@sqlite3.c:68991 | write:walIndexRecover@sqlite3.c:67450 | mapped:test.db-shm+0x60,6,2,2,10,10,10
sqlite,1,data race | atomic read:walTryBeginRead@sqlite3.c:69040 | write:walRestartHdr@sqlite3.c:68034 | mapped:test.db-shm+0x68,10,10,10,10,10,10
sqlite,1,data race | atomic read:walTryBeginRead@sqlite3.c:69040 | write:walRestartHdr@sqlite3.c:68035 | mapped:test.db-shm+0x6c,10,10,10,10,10,10
sqlite,1,data race | atomic read:walTryBeginRead@sqlite3.c:69040 | write:walRestartHdr@sqlite3.c:68035 | mapped:test.db-shm+0x70,10,10,10,10,10,10
sqlite,1,data race | atomic read:walTryBeginRead@sqlite3.c:69040 | write:walRestartHdr@sqlite3.c:68035 | mapped:test.db-shm+0x74,9,9,9,10,10,10
sqlite,1,data race | read:sqlite3BtreeSchema@sqlite3.c | write:sqlite3BtreeSchema@sqlite3.c:82865 | heap:sqlite3MemMalloc@sqlite3.c:27279,1,0,0,10,10,10
sqlite,2,data race | atomic read:walTryBeginRead | write:walIndexRecover | mapped:test.db-shm,6,2,2,10,10,10
sqlite,2,data race | atomic read:walTryBeginRead | write:walRestartHdr | mapped:test.db-shm,10,10,10,10,10,10
sqlite,2,data race | read:sqlite3BtreeSchema | write:sqlite3BtreeSchema | heap:sqlite3MemMalloc,1,0,0,10,10,10
