Running walthread1 for 20 seconds...
Thread 33 says: 40 checkpoints
Thread 32 says: 161 iterations
Thread 31 says: 183 iterations
Thread 30 says: 154 iterations
Thread 29 says: 177 iterations
Thread 28 says: 171 iterations
Thread 27 says: 157 iterations
Thread 26 says: 107 iterations
Thread 25 says: 181 iterations
Thread 24 says: 160 iterations
Thread 23 says: 156 iterations
Thread 22 says: 162 iterations
Thread 21 says: 152 iterations
Thread 20 says: 165 iterations
Thread 19 says: 164 iterations
Thread 18 says: 166 iterations
Thread 17 says: 169 iterations
Thread 16 says: 190 iterations
Thread 15 says: 135 iterations
Thread 14 says: 169 iterations
Thread 13 says: 179 iterations
Thread 12 says: 165 iterations
Thread 11 says: 224 iterations
Thread 10 says: 186 iterations
Thread 9 says: 150 iterations
Thread 8 says: 191 iterations
Thread 7 says: 181 iterations
Thread 6 says: 187 iterations
Thread 5 says: 121 iterations
Thread 4 says: 150 iterations
Thread 3 says: 134 iterations
Thread 2 says: 182 iterations
Thread 1 says: 130 iterations
0 errors out of 1 tests
