Running walthread1 for 20 seconds...
Thread 17 says: 40 checkpoints
Thread 16 says: 323 iterations
Thread 15 says: 342 iterations
Thread 14 says: 277 iterations
Thread 13 says: 300 iterations
Thread 12 says: 339 iterations
Thread 11 says: 304 iterations
Thread 10 says: 370 iterations
Thread 9 says: 347 iterations
Thread 8 says: 290 iterations
Thread 7 says: 307 iterations
Thread 6 says: 306 iterations
Thread 5 says: 316 iterations
Thread 4 says: 306 iterations
Thread 3 says: 288 iterations
Thread 2 says: 319 iterations
Thread 1 says: 317 iterations
0 errors out of 1 tests
